Year,WeekNumber,StoreID,Product,Price,OnFlyer,Discount,Units,SalesAmt,GrossMargin,Transactions
2022,9,CA2242,Pantene,4.79,Yes,0.4,4,19.16,2.76,3
2022,15,CA1334,PANTENE,6.79,No,0.15,11,74.69,29.59,10
2022,7,CA1753,Pantene,7.99,No,0.0,4,31.96,15.56,4
2021,45,CA1922,Pantene,4.49,yes,0.45,26,116.74,10.14,15
2021,16,CA2057,Pantene,7.99,No,0%,1,7.99,3.89,1
2022,15,CA1670,Pantene,6.79,no,15%,13,88.27,34.97,12
2021,44,CA1588,Pantene,7.99,No,0.0,6,47.94,23.34,5
2021,46,CA1845,Aussie,4.99,NO,0.0,6,29.94,13.14,6
2021,21,CA2222,Pantene,7.99,no,0%,1,7.99,3.89,1
2021,46,CA1933,PANTENE,4.49,No,0.45,22,98.78,8.58,12
2021,30,CA1706,Pantene,5.49,YES,0.3,14,76.86,19.46,12
2021,44,CA1798,Pantene,7.99,No,0.0,4,31.96,15.56,4
2022,12,CA1955,Pantene,3.99,Yes,0.5,20,79.8,-2.2,10
2021,12,CA1099,Aussie,4.99,No,0.0,16,79.84,35.04,15
2022,15,CA1956,Pantene,6.79,No,0.15,6,40.74,16.14,6
2021,27,CA1506,Aussie,4.99,No,0.0,10,49.9,21.9,10
2021,36,CA1765,Aussie,4.29,YES,15%,7,30.03,10.55,6
2021,1,CA1139,Pantene,7.99,No,0.0,11,87.89,42.79,11
2022,13,CA1425,Pantene,7.99,No,0%,9,71.91,35.01,8
2021,1,CA1341,pantene,7.99, No,0%,14,111.86,54.46,13
2021,35,CA2150,Aussie,4.99,No,0%,1,4.99,2.19,1
2021,32,CA1532,Aussie,3.49, No,0.3,33,115.17,22.77,18
2021,43,CA1992,Aussie,4.99,No,0.0,4,19.96,8.76,4
2021,21,CA1784, Aussie,2.99,Yes,0.4,24,71.76,4.56,10
2021,40,CA1246,PANTENE,5.29,Yes,0.35,37,195.73,44.03,29
2021,40,CA1782,Aussie,4.99,NO,0.0,6,29.94,13.14,6
2021,1,CA2144,Aussie,4.99,No,0.0,2,9.98,4.38,2
2021,7,CA1894,Pantene,7.99,NO,0.0,5,39.95,19.45,5
2022,8,CA1970,PANTENE,7.99,No,0.0,4,31.96,15.56,4
2021,37,CA2056,Aussie,4.99,No,0.0,1,4.99,2.19,1
2021,2,CA2086,PANTENE,7.29,Yes,0.1,2,14.58,6.38,2
2021,48,CA1839,Aussie,4.99, No,0.0,5,24.95,10.95,5
2021,38,CA2089,Aussie,4.99,No,0.0,2,9.98,4.38,2
2021,22,CA1909,Pantene,3.99,Yes,0.5,27,107.73,-2.97,13
2021,20,CA1545, Aussie,4.99,No,0.0,11,54.89,24.09,11
2021,47,CA1659,PANTENE,6.79,Yes,15%,9,61.11,24.21,9
2022,4,CA1805,Pantene,4.79,Yes,0.4,14,67.06,9.66,9
2021,47,CA2264,Aussie,2.99,Yes,0.4,7,20.93,1.33,3
2021,50,CA2268,Pantene,3.99,Yes,50%,3,11.97,-0.33,2
2021,17,CA1109,Pantene,7.99, No,0.0,12,95.88,46.68,12
2021,49,CA1134,Pantene,7.99,No,0.0,9,71.91,35.01,9
2021,20,CA2111,Pantene,6.49,yes,0.2,3,19.47,7.17,2
2021,15,CA1931,Pantene,4.79,Yes,0.4,19,91.01,13.11,13
2021,41,CA1357,Aussie,3.99,Yes,0.2,32,127.68,38.08,24
2021,25,CA2105,Pantene,6.79,Yes,15.0,3,20.37,8.07,2
2021,7,CA1374,Pantene,7.99,No,0.0,11,87.89,42.79,10
2021,38,CA1022,Aussie,4.99,No,0%,9,44.91,19.71,9
2021,24,CA1346,Aussie,3.49,No,0.3,42,146.58,28.98,23
2021,28,CA1572,Aussie,3.99,Yes,0.2,22,87.78,26.18,16
2021,50,CA2113, Aussie,3.29,no,0.35,8,26.32,3.92,3
2021,23,CA1694, Aussie,3.49,yes,0.3,25,87.25,17.25,14
2021,37,CA2072,pantene,4.79,Yes,40%,6,28.74,4.14,4
2021,6,CA2235,PANTENE,3.99,yes,50%,5,19.95,-0.55,2
2021,28,CA1522,AUSSIE,3.99, Yes,0.2,16,63.84,19.04,12
2021,11,CA1207, Aussie,3.49,No,0.3,44,153.56,30.36,24
2021,34,CA1182,Pantene,3.99,Yes,0.5,89,355.11,-9.79,41
2021,41,CA2082,Aussie,3.99,Yes,0.2,3,11.97,3.57,3
2021,5,CA1649,Pantene,7.99,NO,0%,6,47.94,23.34,6
2021,49,CA2158,Aussie,3.29,Yes,35.0,8,26.32,3.92,4
2021,8,CA1368,Aussie,2.99,Yes,0.4,61,182.39,11.59,24
2021,5,CA1751,Aussie,3.99,yes,0.2,12,47.88,14.28,9
2021,37,CA1053,Aussie,4.99,NO,0.0,14,69.86,30.66,14
2021,52,CA1533,Aussie,3.29,Yes,0.35,51,167.79,24.99,23
2021,18,CA2155,Pantene,5.49,Yes,0.3,3,16.47,4.17,3
2021,43,CA1190,Aussie,4.99,No,0.0,17,84.83,37.23,17
2021,9,CA1922,Pantene,4.79,Yes,0.4,20,95.8,13.8,13
2021,7,CA1932,Aussie,4.99,No,0.0,5,24.95,10.95,5
2021,45,CA1600,AUSSIE,3.29,Yes,0.35,50,164.5,24.5,22
2021,35,CA1537,Pantene,6.79,YES,0.15,15,101.85,40.35,13
2021,27,CA2121,Aussie,4.99,No,0.0,1,4.99,2.19,1
2021,2,CA1745,Pantene,7.29,YES,0.1,7,51.03,22.33,7
2021,14,CA1695,Pantene,7.99,No,0.0,7,55.93,27.23,7
2021,32,CA1737,Pantene,7.99,no,0.0,6,47.94,23.34,6
2021,26,CA1144,Aussie,3.49,Yes,0.3,49,171.01,33.81,28
2021,17,CA1883,Pantene,7.99,No,0.0,3,23.97,11.67,3
2021,5,CA1879,aussie,3.99,Yes,0.2,12,47.88,14.28,9
2022,2,CA2007,Pantene,5.49,NO,30%,12,65.88,16.68,9
2021,13,CA1562,aussie,3.49,Yes,0.3,27,94.23,18.63,15
2021,34,CA1285,Aussie,2.99, Yes,0.4,80,239.2,15.2,31
2022,14,CA1410,PANTENE,6.79,Yes,0.15,21,142.59,56.49,19
2022,1,CA1170,PANTENE,5.49, Yes,0.3,27,148.23,37.53,22
2022,8,CA1290, Pantene,7.99,No,0%,12,95.88,46.68,12
2021,13,CA1108,Pantene,6.79,Yes,0.15,17,115.43,45.73,15
2022,13,CA1402,pantene,7.99,No,0.0,10,79.9,38.9,10
2022,2,CA1874, Pantene,5.49,No,0.3,13,71.37,18.07,10
2021,43,CA1610,PANTENE,6.49,Yes,0.2,12,77.88,28.68,11
2021,32,CA1116,Pantene,7.99,No,0.0,13,103.87,50.57,13
2022,10,CA1963,Pantene,7.99,No,0.0,3,23.97,11.67,3
2021,50,CA1278,Aussie,3.29,No,0.35,38,125.02,18.62,17
2021,12,CA1295,Aussie,4.99,No,0.0,15,74.85,32.85,15
2021,7,CA1146,Aussie,4.99, No,0.0,18,89.82,39.42,18
2021,29,CA1241,Pantene,6.49,Yes,0.2,20,129.8,47.8,17
2021,49,CA2111,pantene,7.99,No,0.0,2,15.98,7.78,2
2021,28,CA1867,Aussie,3.99,YES,0.2,10,39.9,11.9,7
2021,49,CA2234, Aussie,3.29,yes,35.0,6,19.74,2.94,3
2021,9,CA1318, Pantene,4.79,Yes,0.4,51,244.29,35.19,34
2021,12,CA1291, Aussie,4.99,NO,0.0,14,69.86,30.66,14
2021,6,CA2099,Pantene,3.99,Yes,0.5,11,43.89,-1.21,5
2021,31,CA1037,Pantene,5.49,No,30%,28,153.72,38.92,22
2021,40,CA1731,PANTENE,5.29,yes,35%,16,84.64,19.04,13
2021,26,CA2189,Aussie,3.49,Yes,0.3,6,20.94,4.14,3
2022,7,CA1752,Pantene,7.99,No,0.0,4,31.96,15.56,4
2022,1,CA2027,Pantene,5.49,Yes,30%,10,54.9,13.9,8
2021,2,CA2016,Pantene,7.29,Yes,0.1,4,29.16,12.76,4
2021,7,CA2074,aussie,4.99,no,0.0,2,9.98,4.38,2
2021,18,CA2088,PANTENE,5.49,YES,0.3,3,16.47,4.17,3
2021,41,CA1044,Aussie,3.99,Yes,0.2,36,143.64,42.84,27
2021,12,CA1100, Aussie,4.99,No,0.0,12,59.88,26.28,11
2021,49,CA1686,Pantene,7.99,NO,0.0,8,63.92,31.12,8
2021,47,CA2217,Pantene,6.79, Yes,15.0,2,13.58,5.38,1
2021,49,CA1874,Aussie,3.29,Yes,35%,34,111.86,16.66,15
2021,16,CA2069,Aussie,3.29,Yes,0.35,8,26.32,3.92,3
2021,16,CA1895,Aussie,3.29,Yes,35.0,22,72.38,10.78,10
2021,51,CA1250,pantene,5.49,Yes,0.3,23,126.27,31.97,18
2022,9,CA1171,Pantene,4.79,Yes,0.4,38,182.02,26.22,27
2022,3,CA2111,Pantene,7.99,No,0.0,2,15.98,7.78,2
2022,7,CA1425,Pantene,7.99,NO,0.0,9,71.91,35.01,8
2021,44,CA1210,Aussie,3.99,Yes,0.2,30,119.7,35.7,23
2021,23,CA1933,Aussie,3.49,Yes,0.3,21,73.29,14.49,12
2021,1,CA1428,Aussie,4.99,No,0.0,10,49.9,21.9,9
2022,4,CA2075,Pantene,4.79,Yes,0.4,5,23.95,3.45,4
2021,48,CA2237,Pantene,7.49,Yes,5%,1,7.49,3.39,1
2021,47,CA1667,Aussie,2.99,Yes,0.4,36,107.64,6.84,14
2021,14,CA1113,Pantene,7.99,No,0%,14,111.86,54.46,14
2021,13,CA2009, Aussie,3.49,Yes,0.3,17,59.33,11.73,10
2022,10,CA1891,Pantene,7.99,No,0.0,5,39.95,19.45,5
2021,11,CA1700,Aussie,3.49,No,30%,26,90.74,17.94,14
2021,9,CA1453,Pantene,4.79,yes,0.4,32,153.28,22.08,22
2021,28,CA1056,Pantene,3.99,Yes,0.5,52,207.48,-5.72,24
2021,49,CA1697,Aussie,3.29,Yes,0.35,34,111.86,16.66,15
2021,20,CA1734,PANTENE,6.49,Yes,0.2,9,58.41,21.51,8
2021,3,CA2207,PANTENE,5.49,Yes,0.3,3,16.47,4.17,3
2021,30,CA2145,PANTENE,5.49,Yes,0.3,3,16.47,4.17,3
2021,19,CA1391,Pantene,6.79,Yes,15.0,14,95.06,37.66,13
2022,1,CA1904,pantene,5.49,Yes,30%,11,60.39,15.29,9
2021,39,CA1344,Aussie,2.49,Yes,0.5,73,181.77,-22.63,21
2021,52,CA1053,Aussie,,Yes,0.35,62,203.98,30.38,28
2021,30,CA1092,Aussie,4.99,No,0.0,15,74.85,32.85,15
2021,22,CA2131,Aussie,4.99,No,0.0,1,4.99,2.19,1
2022,12,CA1771, Pantene,3.99,Yes,0.5,25,99.75,-2.75,12
2021,38,CA2174,Aussie,4.99,NO,0.0,2,9.98,4.38,1
2022,10,CA1239,Pantene,7.99,No,0.0,10,79.9,38.9,10
2021,35,CA1886,Pantene,6.79,Yes,0.15,8,54.32,21.52,7
2021,7,CA1548,Pantene,7.99,No,0.0,8,63.92,31.12,7
2021,48,CA1922,Pantene,7.49,Yes,0.05,6,44.94,20.34,6
2021,42,CA1370,pantene,5.29,Yes,0.35,34,179.86,40.46,26
2022,14,CA1131,Pantene,6.79,Yes,0.15,15,101.85,40.35,14
2022,12,CA1977,Pantene,3.99,yes,0.5,19,75.81,-2.09,9
2021,18,CA1510,Pantene,5.49,Yes,30.0,22,120.78,30.58,18
2022,3,CA1945,Pantene,7.99,No,0.0,4,31.96,15.56,4
2021,18,CA1357,Pantene,5.49,Yes,0.3,31,170.19,43.09,25
2022,2,CA1852,Pantene,5.49,no,0.3,9,49.41,12.51,7
2021,39,CA1751,pantene,7.99,NO,0.0,5,39.95,19.45,4
2021,23,CA1642,Aussie,3.49,yes,0.3,28,97.72,19.32,16
2021,28,CA2148,Pantene,3.99,Yes,50%,7,27.93,-0.77,3
2021,27,CA1405, Pantene,7.99,No,0%,14,111.86,54.46,13
2021,35,CA2182,Aussie,4.99,NO,0.0,2,9.98,4.38,1
2021,4,CA1822,Pantene,7.49,Yes,0.05,5,37.45,16.95,5
2022,4,CA1098,Pantene,4.79,Yes,0.4,46,220.34,31.74,31
2021,40,CA1747,Aussie,4.99,No,0.0,5,24.95,10.95,5
2021,52,CA1094,Pantene,7.99,No,0.0,10,79.9,38.9,10
2021,40,CA1766,Aussie,4.99, No,0.0,5,24.95,10.95,5
2021,25,CA1664,Pantene,6.79,Yes,0.15,13,88.27,34.97,12
2021,46,CA1167,Aussie,4.99,No,0.0,15,74.85,32.85,15
2021,14,CA1485, Pantene,7.99,No,0.0,6,47.94,23.34,6
2021,25,CA1110,Aussie,4.99,No,0.0,11,54.89,24.09,11
2021,4,CA1002,Pantene,7.49,Yes,0.05,13,97.37,44.07,13
2021,49,CA1444,Aussie,3.29,Yes,0.35,44,144.76,21.56,19
2021,9,CA1066,Aussie,4.99,No,0%,10,49.9,21.9,10
2021,14,CA1941,PANTENE,7.99,No,0.0,5,39.95,19.45,5
2021,46,CA2012,Pantene,4.49,No,0.45,22,98.78,8.58,12
2021,50,CA1129,Aussie,3.29,No,35.0,47,154.63,23.03,20
2021,34,CA1879,Pantene,3.99,Yes,50%,28,111.72,-3.08,13
2021,43,CA1543, Pantene,6.49,Yes,0.2,10,64.9,23.9,9
2021,1,CA2024,Aussie,4.99,No,0.0,4,19.96,8.76,4
2021,41,CA1809,Aussie,3.99,Yes,0.2,14,55.86,16.66,11
2021,9,CA1083,Aussie,4.99,No,0.0,17,84.83,37.23,16
2022,14,CA1230,Pantene,6.79,Yes,15%,14,95.06,37.66,13
2021,5,CA1315,Pantene,7.99,No,0.0,10,79.9,38.9,10
2022,6,CA1957,Pantene,3.99,Yes,0.5,33,131.67,-3.63,15
2021,8,CA1402,AUSSIE,2.99,YES,40.0,63,188.37,11.97,25
2021,34,CA1427,Pantene,3.99,Yes,50.0,53,211.47,-5.83,25
2021,20,CA1918,Aussie,4.99,no,0.0,7,34.93,15.33,7
2022,15,CA1951,Pantene,6.79,No,15%,4,27.16,10.76,4
2021,21,CA1697,Aussie,2.99,Yes,0.4,40,119.6,7.6,16
2021,32,CA1941,Pantene,7.99,No,0.0,5,39.95,19.45,5
2021,39,CA1962, Aussie,2.49,Yes,50%,33,82.17,-10.23,10
2021,23,CA1826,Pantene,7.99,no,0.0,5,39.95,19.45,5
2021,1,CA2103,Aussie,4.99,NO,0.0,2,9.98,4.38,2
2021,41,CA1729, Aussie,3.99,yes,0.2,11,43.89,13.09,8
2021,2,CA1995,Pantene,7.29,Yes,0.1,5,36.45,15.95,5
2021,32,CA1555,Pantene,7.99,No,0.0,8,63.92,31.12,8
2021,33,CA2160,Pantene,7.99,No,0%,1,7.99,3.89,1
2021,50,CA1174,Pantene,3.99,YES,50.0,88,351.12,-9.68,42
2021,9,CA1992,Pantene,4.79, Yes,0.4,12,57.48,8.28,8
2021,14,CA1967,Pantene,7.99,No,0.0,5,39.95,19.45,5
2021,12,CA1479,Aussie,4.99,NO,0.0,9,44.91,19.71,9
2021,36,CA1600,Aussie,4.29,Yes,0.15,16,68.64,24.11,13
2021,52,CA2044,Aussie,,Yes,0.35,8,26.32,3.92,3
2021,7,CA2108,Pantene,7.99,no,0.0,2,15.98,7.78,2
2021,25,CA1122,pantene,6.79,Yes,0.15,20,135.8,53.8,19
2021,50,CA1282,Aussie,3.29,No,35%,50,164.5,24.5,22
2021,50,CA1650,Aussie,3.29, No,0.35,36,118.44,17.64,16
2021,23,CA1696,Pantene,7.99,No,0.0,8,63.92,31.12,8
2022,9,CA2256,Pantene,4.79,YES,0.4,5,23.95,3.45,3
2021,9,CA1047,Aussie,4.99,No,0.0,14,69.86,30.66,14
2021,4,CA1353,Aussie,4.99,No,0.0,11,54.89,24.09,10
2021,47,CA1858,AUSSIE,2.99,YES,0.4,32,95.68,6.08,13
2021,52,CA1911,Aussie,3.29,YES,35.0,29,95.41,14.21,13
2021,33,CA1973,Aussie,4.99,No,0.0,5,24.95,10.95,4
2021,21,CA2109,pantene,7.99,no,0%,2,15.98,7.78,2
2021,39,CA2095,Pantene,7.99,NO,0.0,1,7.99,3.89,1
2021,51,CA1096,Pantene,5.49,YES,30%,31,170.19,43.09,25
2022,5,CA1209,Pantene,7.99,No,0.0,11,87.89,42.79,11
2021,20,CA1041,Aussie,4.99,No,0.0,13,64.87,28.47,13
2021,41,CA1594,Aussie,3.99,Yes,0.2,19,75.81,22.61,14
2021,26,CA1226,pantene,7.49,Yes,5.0,15,112.35,50.85,15
2021,47,CA2030,Pantene,6.79,Yes,0.15,8,54.32,21.52,7
2021,40,CA1027,Pantene,5.29,YES,0.35,42,222.18,49.98,33
2021,8,CA1237,Pantene,7.99,No,0.0,12,95.88,46.68,12
2021,5,CA1346,Aussie,3.99,Yes,0.2,30,119.7,35.7,23
2021,37,CA1382,Pantene,4.79,Yes,0.4,46,220.34,31.74,32
2022,15,CA2016,PANTENE,6.79,No,0.15,4,27.16,10.76,4
2021,42,CA1091,Aussie,2.99,Yes,0.4,70,209.3,13.3,27
2022,5,CA2048,pantene,7.99,NO,0.0,2,15.98,7.78,2
2021,13,CA1962,PANTENE,6.79, Yes,0.15,6,40.74,16.14,5
2021,42,CA1574,Aussie,2.99, Yes,0.4,56,167.44,10.64,22
2021,36,CA1147,Pantene,7.99,No,0.0,9,71.91,35.01,9
2021,46,CA2098,Pantene,4.49,No,0.45,5,22.45,1.95,3
2021,39,CA2229,Pantene,7.99,No,0%,1,7.99,3.89,1
2021,9,CA1026,Aussie,4.99,NO,0.0,17,84.83,37.23,16
2021,51,CA2137,Pantene,5.49,Yes,30.0,3,16.47,4.17,2
2021,52,CA2075,Pantene,7.99,No,0.0,1,7.99,3.89,1
2021,8,CA1954,Pantene,7.99,No,0.0,4,31.96,15.56,4
2021,41,CA1488,Pantene,7.99,No,0.0,6,47.94,23.34,6
2021,9,CA2164,aussie,4.99,No,0.0,2,9.98,4.38,2
2022,7,CA1601,Pantene,7.99,NO,0.0,9,71.91,35.01,9
2021,28,CA1806,Pantene,3.99,Yes,0.5,26,103.74,-2.86,12
2021,19,CA1581,Pantene,6.79,Yes,15%,13,88.27,34.97,12
2022,4,CA1560,Pantene,4.79,Yes,40%,27,129.33,18.63,18
2021,26,CA1069,Aussie,3.49,Yes,0.3,58,202.42,40.02,33
2021,50,CA1445,pantene,3.99,Yes,50%,54,215.46,-5.94,26
2021,51,CA1794,Aussie,4.99,No,0.0,6,29.94,13.14,6
2021,43,CA2167,pantene,6.49,Yes,0.2,2,12.98,4.78,2
2021,4,CA1156,Aussie,4.99,No,0.0,10,49.9,21.9,10
2021,16,CA2155,Aussie,3.29,YES,0.35,8,26.32,3.92,3
2022,12,CA2191,Pantene,3.99,Yes,50%,8,31.92,-0.88,4
2021,12,CA1823,PANTENE,3.99,Yes,0.5,27,107.73,-2.97,12
2021,34,CA1681,Aussie,2.99,Yes,0.4,58,173.42,11.02,23
2021,7,CA1597,Pantene,7.99,No,0.0,8,63.92,31.12,7
2021,31,CA1917,AUSSIE,3.49,Yes,0.3,23,80.27,15.87,13
2021,6,CA1379,AUSSIE,3.99,no,0.2,28,111.72,33.32,20
2021,45,CA1102,Aussie,3.29,Yes,0.35,78,256.62,38.22,34
2021,8,CA1356,Aussie,2.99,Yes,0.4,73,218.27,13.87,29
2021,34,CA1108,Aussie,2.99,Yes,0.4,74,221.26,14.06,29
2021,37,CA1712,Pantene,4.79, Yes,0.4,23,110.17,15.87,16
2021,51,CA1357,Pantene,5.49,Yes,30%,30,164.7,41.7,24
2022,9,CA1429,Pantene,4.79,YES,0.4,36,172.44,24.84,25
2021,41,CA1829,AUSSIE,3.99,Yes,20.0,12,47.88,14.28,9
2021,47,CA1870,Pantene,6.79,Yes,0.15,5,33.95,13.45,5
2021,39,CA1854,Pantene,7.99,No,0.0,5,39.95,19.45,5
2021,34,CA2295,pantene,3.99,Yes,50%,1,3.99,-0.11,0
2021,27,CA2010,PANTENE,7.99,No,0.0,5,39.95,19.45,5
2021,40,CA1233,Pantene,5.29, Yes,0.35,26,137.54,30.94,20
2021,39,CA2077,Aussie,2.49,Yes,0.5,16,39.84,-4.96,5
2021,45,CA1060,Pantene,4.49,Yes,0.45,73,327.77,28.47,41
2021,41,CA1999, Pantene,7.99,No,0.0,5,39.95,19.45,5
2022,10,CA1570,Pantene,7.99,No,0%,9,71.91,35.01,9
2021,24,CA1967,Aussie,3.49,No,0.3,18,62.82,12.42,10
2021,8,CA1168,Aussie,2.99,Yes,40%,95,284.05,18.05,37
2021,11,CA2188,Pantene,7.99,No,0.0,1,7.99,3.89,1
2021,9,CA1804,Pantene,4.79,Yes,40%,15,71.85,10.35,10
2021,23,CA1258,Pantene,7.99,no,0.0,12,95.88,46.68,12
2021,4,CA2249,Pantene,7.49,Yes,0.05,1,7.49,3.39,1
2021,12,CA2256,Pantene,3.99,Yes,50%,8,31.92,-0.88,4
2021,15,CA1482,Pantene,4.79,Yes,0.4,28,134.12,19.32,20
2021,43,CA1207,Pantene,6.49,Yes,0.2,19,123.31,45.41,17
2021,28,CA1032,Pantene,3.99,Yes,50.0,81,323.19,-8.91,38
2021,49,CA1327,pantene,7.99,No,0.0,9,71.91,35.01,9
2021,42,CA2195,Aussie,2.99,YES,0.4,8,23.92,1.52,3
2021,7,CA2125,Pantene,7.99,NO,0.0,1,7.99,3.89,1
2021,18,CA1313, Pantene,5.49,yes,0.3,28,153.72,38.92,23
2021,10,CA1617,Pantene,7.99,NO,0.0,8,63.92,31.12,7
2021,32,CA1970,Aussie,3.49,No,0.3,16,55.84,11.04,9
2021,12,CA2011,Pantene,3.99,Yes,0.5,37,147.63,-4.07,17
2022,7,CA1355,pantene,7.99,No,0.0,9,71.91,35.01,9
2021,1,CA1824,Aussie,4.99,No,0.0,8,39.92,17.52,7
2021,3,CA1122,Pantene,5.49,Yes,0.3,33,181.17,45.87,26
2021,38,CA1450,Aussie,4.99,no,0.0,8,39.92,17.52,8
2021,48,CA1214,aussie,4.99,No,0%,13,64.87,28.47,12
2021,26,CA1545,Aussie,3.49,Yes,0.3,38,132.62,26.22,21
2021,46,CA2265,Pantene,4.49,No,0.45,4,17.96,1.56,2
2022,2,CA1194,Pantene,5.49,NO,0.3,25,137.25,34.75,20
2021,18,CA2049,pantene,5.49,Yes,30%,3,16.47,4.17,2
2022,6,CA1042,Pantene,3.99,YES,0.5,55,219.45,-6.05,25
2021,1,CA1969,Aussie,4.99,No,0.0,6,29.94,13.14,6
2021,32,CA2160,Aussie,3.49,NO,0.3,5,17.45,3.45,3
2021,40,CA1438,Pantene,5.29,yes,0.35,24,126.96,28.56,18
2021,44,CA1601,Aussie,3.99,Yes,0.2,24,95.76,28.56,18
2021,24,CA1141,Pantene,4.49,Yes,45.0,68,305.32,26.52,38
2021,40,CA2087,Pantene,5.29,YES,0.35,5,26.45,5.95,4
2021,11,CA1157,Aussie,3.49,NO,0.3,40,139.6,27.6,22
2021,43,CA1096,Pantene,6.49,Yes,0.2,21,136.29,50.19,18
2021,39,CA1198,Pantene,7.99,No,0.0,11,87.89,42.79,10
2021,42,CA1902,Aussie,2.99,Yes,40.0,35,104.65,6.65,14
2021,19,CA2055,Aussie,3.29,Yes,0.35,9,29.61,4.41,4
2021,43,CA1951,Aussie,4.99,No,0.0,4,19.96,8.76,4
2021,14,CA1533,Aussie,4.99,No,0%,12,59.88,26.28,12
2021,22,CA1097,Aussie,4.99,No,0%,18,89.82,39.42,17
2021,44,CA1097,Pantene,7.99,No,0%,13,103.87,50.57,13
2021,50,CA1628,pantene,3.99,Yes,0.5,51,203.49,-5.61,24
2021,2,CA1997,Aussie,3.99,Yes,0.2,12,47.88,14.28,9
2021,52,CA1782,Aussie,3.29,Yes,0.35,28,92.12,13.72,12
2021,23,CA1688,pantene,7.99,No,0.0,5,39.95,19.45,5
2021,31,CA1192,Pantene,5.49,No,0.3,27,148.23,37.53,22
2021,15,CA1978,Aussie,4.29,Yes,0.15,8,34.32,12.06,7
2022,8,CA1750,PANTENE,7.99,No,0%,5,39.95,19.45,5
2022,1,CA1987,Pantene,5.49,Yes,0.3,13,71.37,18.07,10
2021,30,CA1989,Aussie,4.99,No,0.0,5,24.95,10.95,5
2021,1,CA1156,Pantene,7.99,No,0.0,8,63.92,31.12,8
2021,44,CA1639,Aussie,3.99,YES,0.2,16,63.84,19.04,12
2021,37,CA1213,Aussie,4.99,NO,0.0,17,84.83,37.23,17
2021,2,CA2006,AUSSIE,3.99,Yes,0.2,12,47.88,14.28,9
2021,34,CA2201,Aussie,2.99,Yes,0.4,7,20.93,1.33,3
2021,26,CA1654,Pantene,7.49,Yes,0.05,10,74.9,33.9,10
2021,50,CA1478,Aussie,3.29,No,0.35,42,138.18,20.58,18
2022,5,CA1872,Pantene,7.99,No,0.0,6,47.94,23.34,6
2021,41,CA1429,Aussie,3.99,Yes,0.2,26,103.74,30.94,20
2022,12,CA1980,Pantene,3.99,YES,0.5,34,135.66,-3.74,16
2022,9,CA1229,Pantene,4.79,Yes,0.4,32,153.28,22.08,22
2022,14,CA2101, Pantene,6.79,Yes,0.15,2,13.58,5.38,2
2021,16,CA1447,AUSSIE,3.29,Yes,0.35,42,138.18,20.58,19
2021,27,CA1648,Pantene,7.99,No,0.0,8,63.92,31.12,8
2021,46,CA1792,Aussie,4.99,No,0.0,7,34.93,15.33,7
2021,19,CA1275,Aussie,3.29,Yes,0.35,51,167.79,24.99,22
2021,15,CA1230,PANTENE,4.79,Yes,40.0,34,162.86,23.46,24
2021,47,CA1201,Pantene,6.79,YES,0.15,16,108.64,43.04,15
2021,21,CA1016,Pantene,7.99,No,0.0,12,95.88,46.68,12
2021,8,CA1976,Aussie,2.99,YES,0.4,31,92.69,5.89,12
2021,5,CA1529,Aussie,3.99,Yes,0.2,17,67.83,20.23,13
2021,28,CA1603,Aussie,3.99,YES,20.0,16,63.84,19.04,12
2022,3,CA1532,Pantene,7.99,No,0.0,9,71.91,35.01,8
2021,52,CA1729,AUSSIE,3.29,Yes,0.35,23,75.67,11.27,10
2021,1,CA1588, Pantene,7.99,no,0.0,6,47.94,23.34,6
2021,8,CA1415,pantene,7.99,No,0.0,12,95.88,46.68,12
2021,37,CA1284,Pantene,4.79,yes,0.4,35,167.65,24.15,25
2021,35,CA1255,pantene,6.79,Yes,0.15,17,115.43,45.73,15
2021,51,CA1011,Aussie,4.99,No,0.0,10,49.9,21.9,10
2021,29,CA1558,Aussie,3.99,No,20.0,17,67.83,20.23,12
2022,12,CA2258,Pantene,3.99,Yes,0.5,5,19.95,-0.55,2
2021,36,CA2052,Aussie,4.29,Yes,0.15,3,12.87,4.52,2
2021,8,CA1993,Aussie,2.99,Yes,0.4,29,86.71,5.51,11
2021,43,CA2010,Aussie,4.99,No,0.0,7,34.93,15.33,6
2021,10,CA1513,AUSSIE,3.49,Yes,0.3,27,94.23,18.63,16
2021,48,CA1027,Aussie,4.99,No,0%,17,84.83,37.23,16
2021,26,CA2046,Pantene,7.49,Yes,0.05,1,7.49,3.39,1
2021,5,CA2227, Aussie,3.99,Yes,0.2,2,7.98,2.38,2
2021,22,CA1012,Pantene,3.99,Yes,50.0,82,327.18,-9.02,38
2021,44,CA1446,Pantene,7.99,No,0.0,7,55.93,27.23,7
2021,8,CA1821,Pantene,7.99,No,0.0,3,23.97,11.67,3
2021,42,CA1727,Aussie,2.99,Yes,40%,38,113.62,7.22,15
2021,48,CA2145,AUSSIE,4.99,No,0.0,2,9.98,4.38,2
2021,16,CA1933,pantene,7.99,No,0.0,5,39.95,19.45,5
2021,7,CA1776,Pantene,7.99,No,0.0,5,39.95,19.45,5
2021,21,CA1630,Pantene,7.99,NO,0%,7,55.93,27.23,7
2021,37,CA1249,Aussie,4.99,No,0.0,17,84.83,37.23,17
2021,27,CA1473,PANTENE,7.99,No,0.0,8,63.92,31.12,8
