BAN,CREATE_MONTH,START_MONTH,CREATE_WEEK,START_WEEK,ACCOUNT_DESC,LINES REQUESTED,AGE_GROUP,HCDP_IND,HCDM_IND,HCDS_IND,ADR_PROVINCE,CHANNEL_TYPE
9818585185915,2010-01,2010-01,2010-01-09,09/01/2010,Business - Personal,2,41-50,HCDP,,HCDS,ON,Dealers
9816763163419,2009-01,2009-01,2009-01-03,2009-01-03,Business - Personal,1,41-50,,,,ON,Corporate Stores
9817474174328,2009-06,2009-06,2009-06-06,2009-06-13,Business - Personal,3,18-30,,,,ON,Corporate Stores
9819772192140,2010-09,,2010-09-04,,Business - Personal,6,18-30,,,,ON,  Corporate Stores 
9817166176523,2009-04,,2009-04-04,,Business - Personal,3,50+,HCDP,,HCDS,ON,Corporate Stores
9821265215347,2010-12,2010-12,04/12/2010,2010-12-04,Business - Personal,6,18-30,,,,AB,Corporate Stores
9821136216848,2010-11,,2010-11-06,,Business - Personal,6,31-40,,HCDM,,BC,Corporate Stores
9819579199964,2010-08,2010-08,2010-08-07,2010-08-07,Business - Personal,1,31-40,HCDP,,HCDS,AB,corporate stores
9818969189093,2010-04,,2010-04-03,,Business - Personal,7,18-30,,,,ON,Corporate Stores
9818706186527,2010-02,2010-02,2010-02-06,2010-02-06,Business - Personal,6,18-30,,,,ON,Dealers
9821130210169,2010-11,2010-11,2010-11-06,06/11/2010,Business - Personal,6,18-30,,,,  AB ,Corporate Stores
9818381181359,2009-12,2009-12,2009-12-05,2009-12-05,Business - Personal,5,  31-40 ,,,,ON,  Corporate Stores 
9819119199031,2010-05,2010-05,08/05/2010,2010-05-08,Business - Personal,8,31-40,,HCDM,,AB,Corporate Stores
9819763193553,2010-09,2010-09,2010-09-04,2010-09-04,Business - Personal,2,18-30,,,,qc,corporate stores
9821284214220,2010-12,2010-12,2010-12-11,2010-12-11,Business - Personal,4,31-40,,,,ON,Corporate Stores
9817927177389,2009-09,,2009-09-05,,Business - Personal,4,31-40,,,,ON,Corporate Stores
9817625175286,2009-07,2009-07,04/07/2009,2009-07-04,Business - Personal,3,31-40,,,,QC,dealers
9819931191004,2010-10,2010-10,2010-10-02,2010-10-02,Business - Personal,,50+,,HCDM,,QC,Corporate Stores
9819418198988,2010-07,2010-07,2010-07-03,2010-07-03,Business - Personal,1,18-30,,,,AB,Corporate Stores
9818379189418,2009-12,2009-12,2009/12/05,2009-12-05,Business - Personal,5,41-50,,,,ON,  Corporate Stores 
9818101181248,2009-10,2009-10,2009-10-03,2009-10-03,Business - Personal,4,18-30,,,,QC,Corporate Stores
9819124194221,2010-05,,2010-05-08,,Business - Personal,8,18-30,,,,QC,Dealers
9819931191716,2010-10,2010-10,2010/10/02,2010-10-02,Business - Personal,6,50+,,,,QC,Corporate Stores
9817311171628,2009-05,2009-05,02/05/2009,2009-05-02,Business - Personal,3,50+,,,,ON,Corporate Stores
9819930190645,2010-10,,2010-10-02,,Business - Personal,3,18-30,,,,ON,Corporate Stores
9819781191808,2010-09,2010-09,2010-09-11,2010-09-11,Business - Personal,6,50+,,,,  QC ,Corporate Stores
9817475175185,2009-06,2009-06,2009-06-06,2009-06-06,Business - Personal,3,41-50,,,,QC,Corporate Stores
9819264194179,2010-06,2010-06,05/06/2010,2010/06/05,Business - Personal,8,31-40,,,,qc,Corporate Stores
9821285215184,2010-12,2010-12,2010-12-11,2010-12-11,Business - Personal,3,18-30,,,,BC,Dealers
9817615175509,2009-07,2009-07,04/07/2009,04/07/2009,Business - Personal,3,50+,,,,QC,Corporate Stores
9819132192264,2010-05,,2010-05-08,,Business - Personal,8,31-40,,,,ON,Corporate Stores
9818104184995,2009-10,,03/10/2009,,Business - Personal,4,41-50,,,,QC,Corporate Stores
9817173173560,2009-04,2009-04,2009-04-04,2009/04/04,Business - Personal,3,41-50,,,,QC,Corporate Stores
9818986186676,2010-04,,2010-04-10,,Business - Personal,8,  31-40 ,,,,BC,Dealers
9816904164907,2009-02,2009-02,2009-02-07,07/02/2009,Business - Personal,2,50+,,,,AB,corporate stores
9821276216046,2010-12,,2010-12-04,,Business - Personal,1,  18-30 ,HCDP,HCDM,HCDS,QC,dealers
9817777177550,2009-08,2009-08,2009-08-08,2009-08-08,Business - Personal,4,41-50,,,,BC,dealers
9817622172104,2009-07,,2009-07-04,,Business - Personal,3,31-40,HCDP,,HCDS,ON,Dealers
9819257197862,2010-06,2010-06,2010-06-05,2010-06-05,Business - Personal,8,41-50,,,,ON,Corporate Stores
9817177177593,2009-04,,04/04/2009,,Business - Personal,3,50+,,,,ON,Dealers
9818112182638,2009-10,2009-10,2009-10-10,2009-10-10,Business - Personal,5,41-50,,,,BC,Dealers
9818370180056,2009-12,2009-12,05/12/2009,2009/12/05,Business - Personal,5,50+,HCDP,,HCDS,on,Corporate Stores
9818366186649,2009-12,2009-12,2009/12/05,2009-12-05,Business - Personal,5,50+,HCDP,HCDM,HCDS,ON,Corporate Stores
9818105185523,2009-10,2009-10,2009-10-03,2009/10/03,Business - Personal,4,41-50,,,,QC,Corporate Stores
9816905165976,2009-02,2009-02,2009-02-07,2009-02-07,Business - Personal,2,18-30,,,,ON,Corporate Stores
9817160170072,2009-04,2009-04,2009-04-04,2009-04-04,Business - Personal,3,18-30,,,,ON,Corporate Stores
9817026176621,2009-03,,2009-03-07,,Business - Personal,3,18-30,HCDP,,HCDS,ON,Dealers
9819275195010,2010-06,2010-06,2010-06-05,2010/06/05,Business - Personal,8,18-30,,HCDM,,ON,Corporate Stores
9818106186515,2009-10,2009-10,2009-10-03,03/10/2009,Business - Personal,4,31-40,,,,ON,Corporate Stores
9818843183451,2010-03,,06/03/2010,,Business - Personal,7,31-40,,,,QC,DEALERS
9817317177360,2009-05,,2009-05-02,,Business - Personal,3,18-30,HCDP,,HCDS,ON,corporate stores
9821278218017,2010-12,2010-12,2010-12-04,2010-12-04,Business - Personal,1,41-50,,,,QC,Corporate Stores
9817771171296,2009-08,2009-08,2009-08-08,2009-08-08,Business - Personal,4,31-40,HCDP,,HCDS,on,Dealers
9817470170064,2009-06,2009-06,2009-06-06,2009-06-06,Business - Personal,3,50+,,,,QC,Dealers
9818104184402,2009-10,2009-10,2009-10-03,2009-10-03,Business - Personal,4,41-50,,,,BC,Corporate Stores
9819755195220,2010-09,2010-09,2010-09-04,2010-09-04,Business - Personal,6,18-30,,,,ON,Corporate Stores
9816781161114,2009-01,2009-01,2009-01-10,10/01/2009,Business - Personal,1,18-30,,,,ON,Corporate Stores
9821269219745,2010-12,2010-12,2010-12-04,04/12/2010,Business - Personal,6,18-30,,,,  AB ,Corporate Stores
9821279219061,2010-12,2010-12,2010-12-04,2010-12-04,Business - Personal,4,31-40,,,,on,Dealers
9818981181468,2010-04,2010-04,2010-04-03,03/04/2010,Business - Personal,7,  31-40 ,,,,ON,Dealers
9818111181828,2009-10,2009-10,2009-10-10,2009/10/10,Business - Personal,5,41-50,,,,QC,CORPORATE STORES
9816776166594,2009-01,2009-01,2009-01-10,2009-01-10,Business - Personal,1,41-50,,,,ON,Corporate Stores
9817313173305,2009-05,2009-05,2009-05-02,2009-05-02,Business - Personal,3,50+,,,,ON,  Dealers 
9817614174157,2009-07,2009-07,2009-07-04,2009-07-04,Business - Personal,3,41-50,,,,ON,CORPORATE STORES
9818103183901,2009-10,,2009-10-03,,Business - Personal,4,41-50,,,,QC,Dealers
9817318178826,2009-05,2009-05,2009-05-09,2009-05-09,Business - Personal,3,31-40,,,,AB,Corporate Stores
9817469179706,2009-06,2009-06,06/06/2009,2009-06-06,Business - Personal,3,50+,,,,bc,dealers
9817938178697,2009-09,2009-09,05/09/2009,05/09/2009,Business - Personal,4,50+,,,,BC,  Dealers 
9819586196346,2010-08,,2010-08-07,,Business - Personal,2,18-30,HCDP,,HCDS,ON,DEALERS
9817763173888,2009-08,2009-08,2009-08-08,2009-08-08,Business - Personal,4,18-30,,,,ON,Dealers
9816770160416,2009-01,2009-01,03/01/2009,2009-01-03,Business - Personal,1,41-50,HCDP,,HCDS,QC,Dealers
9819416196292,2010-07,2010-07,2010/07/03,2010-07-03,Business - Personal,1,18-30,,,,ON,Corporate Stores
9818844184320,2010-03,2010-03,2010-03-06,2010-03-06,Business - Personal,7,18-30,,,,BC,Corporate Stores
9817473173796,2009-06,2009-06,06/06/2009,2009-06-06,Business - Personal,3,50+,,,,ON,Dealers
9818237187936,2009-11,,2009-11-07,,Business - Personal,5,18-30,,,,ON,Corporate Stores
9817316176841,2009-05,2009-05,2009-05-02,2009-05-02,Business - Personal,3,50+,,,,ON,Dealers
9819937197649,2010-10,2010-10,2010-10-02,2010-10-02,Business - Personal,3,31-40,,,,ON,Dealers
9821263213090,2010-12,2010-12,04/12/2010,2010-12-04,Business - Personal,4,50+,,,,on,dealers
9816907167861,2009-02,2009-02,2009-02-07,2009-02-07,Business - Personal,2,41-50,,,,AB,Corporate Stores
9818586186026,2010-01,2010-01,2010-01-09,09/01/2010,Business - Personal,6,50+,,,,bc,DEALERS
9818973183106,2010-04,2010-04,2010-04-03,2010-04-03,Business - Personal,7,18-30,,HCDM,,ON,Corporate Stores
9819936196875,2010-10,2010-10,02/10/2010,2010/10/02,Business - Personal,3,18-30,,,,ON,Corporate Stores
9818567187816,2010-01,2010-01,02/01/2010,2010-01-02,Business - Personal,2,41-50,,,,QC,CORPORATE STORES
9818367187024,2009-12,2009-12,2009-12-05,2009-12-05,Business - Personal,5,31-40,,,,ON,Corporate Stores
9819124194679,2010-05,2010-05,08/05/2010,08/05/2010,Business - Personal,8,41-50,,,,ON,Corporate Stores
9818846186109,2010-03,2010-03,06/03/2010,2010-03-06,Business - Personal,7,50+,,,,ON,Dealers
9818984184473,2010-04,2010-04,2010-04-10,2010-04-10,Business - Personal,7,41-50,,,,QC,Corporate Stores
9818577187658,2010-01,2010-01,2010/01/09,2010-01-09,Business - Personal,5,18-30,,,,ON,dealers
9819784194078,2010-09,2010-09,2010-09-11,2010-09-11,Business - Personal,6,41-50,,,,QC,Corporate Stores
9819127197676,2010-05,2010-05,2010/05/08,2010-05-08,Business - Personal,8,18-30,,,,ON,Corporate Stores
9819767197705,2010-09,,2010-09-04,,Business - Personal,6,18-30,,,,ON,Corporate Stores
9817466176970,2009-06,,06/06/2009,,Business - Personal,3,  31-40 ,,,,QC,Corporate Stores
9819122192671,2010-05,,2010/05/08,,Business - Personal,8,31-40,,HCDM,,on,Dealers
9817018178557,2009-03,2009-03,2009/03/07,07/03/2009,Business - Personal,2,41-50,,,,ON,Corporate Stores
9819261191701,2010-06,2010-06,05/06/2010,2010/06/05,Business - Personal,8,50+,,,,ON,CORPORATE STORES
9818973183386,2010-04,,2010-04-03,,Business - Personal,7,  18-30 ,,,,  ON ,Corporate Stores
9817165175838,2009-04,2009-04,2009/04/04,2009-04-04,Business - Personal,3,41-50,,,,ON,Corporate Stores
9817316176184,2009-05,2009-05,2009-05-02,2009-05-02,Business - Personal,3,31-40,,,,ON,Dealers
9819414194864,2010-07,,2010/07/03,,Business - Personal,1,41-50,,,,  ON ,Dealers
9817324174510,2009-05,,2009/05/09,,Business - Personal,3,41-50,,,,BC,Dealers
9818987187943,2010-04,2010-04,2010/04/10,2010-04-10,Business - Personal,8,18-30,,,,BC,corporate stores
9818718188357,2010-02,2010-02,2010-02-06,06/02/2010,Business - Personal,6,18-30,,,,qc,Corporate Stores
9818111181053,2009-10,2009-10,2009-10-10,2009-10-10,Business - Personal,5,50+,,,,QC,  Dealers 
9821132212732,2010-11,2010-11,2010/11/06,2010-11-06,Business - Personal,2,41-50,,HCDM,,qc,Corporate Stores
9819939199335,2010-10,,2010-10-02,,Business - Personal,3,18-30,,HCDM,,ON,Corporate Stores
9816778168185,2009-01,2009-01,2009-01-10,2009-01-10,Business - Personal,1,31-40,,,,QC,Corporate Stores
9819758198387,2010-09,,2010/09/04,,Business - Personal,6,31-40,,,,ON,Corporate Stores
9817167177122,2009-04,2009-04,2009/04/04,2009-04-04,Business - Personal,3,31-40,,,,AB,corporate stores
9818827187785,2010-03,,2010-03-06,,Business - Personal,7,18-30,,,,QC,CORPORATE STORES
9819941191749,2010-10,2010-10,2010-10-02,2010-10-02,Business - Personal,6,41-50,,,,BC,Dealers
9818981181868,2010-04,2010-04,2010-04-03,2010-04-03,Business - Personal,7,50+,HCDP,HCDM,,AB,Corporate Stores
9819589199236,2010-08,,2010-08-07,,Business - Personal,2,41-50,,,,ON,Corporate Stores
9817467177063,2009-06,2009-06,2009-06-06,2009-06-06,Business - Personal,3,18-30,,,,  ON ,Corporate Stores
9819411191460,2010-07,2010-07,2010-07-03,03/07/2010,Business - Personal,1,18-30,,,,BC,Dealers
9817609179151,2009-07,2009-07,2009-07-04,2009-07-04,Business - Personal,3,18-30,,,,  AB ,  Corporate Stores 
9818099189278,2009-10,2009-10,2009/10/03,2009-10-03,Business - Personal,4,18-30,,,,  ON ,Corporate Stores
9819122192082,2010-05,2010-05,2010-05-08,2010-05-08,Business - Personal,8,50+,,,,ON,  Dealers 
9817165175480,2009-04,2009-04,2009-04-04,2009-04-04,Business - Personal,3,18-30,,,,ON,Corporate Stores
9817317177761,2009-05,2009-05,2009-05-09,2009-05-09,Business - Personal,3,31-40,,,,QC,CORPORATE STORES
9821131211448,2010-11,2010-11,2010-11-06,2010-11-06,Business - Personal,2,18-30,,,,QC,Corporate Stores
9818095185704,2009-10,2009-10,2009/10/03,2009-10-03,Business - Personal,4,41-50,,,,AB,Corporate Stores
9817316176830,2009-05,2009-05,2009-05-02,2009-05-02,Business - Personal,3,41-50,,,,BC,Dealers
9819764194265,2010-09,,2010/09/04,,Business - Personal,2,41-50,,,,AB,Corporate Stores
9818827187194,2010-03,,2010/03/06,,Business - Personal,7,50+,,,,QC,Dealers
9817316176752,2009-05,,02/05/2009,,Business - Personal,3,41-50,HCDP,,HCDS,ON,  Dealers 
9821126216626,2010-11,2010-11,2010-11-06,2010-11-06,Business - Personal,4,41-50,,,,ON,Corporate Stores
9818836186975,2010-03,2010-03,2010-03-06,06/03/2010,Business - Personal,7,18-30,,,,QC,dealers
9819257197796,2010-06,2010-06,2010-06-05,2010/06/05,Business - Personal,8,18-30,,,,QC,Corporate Stores
9819772192173,2010-09,,2010-09-04,,Business - Personal,3,31-40,,,,AB,Dealers
9819115195400,2010-05,,2010-05-01,,Business - Personal,8,18-30,,,,BC,Corporate Stores
9819421191700,2010-07,2010-07,03/07/2010,2010-07-03,Business - Personal,1,50+,,,,ab,Corporate Stores
9818381181539,2009-12,2009-12,2009-12-05,2009-12-05,Business - Personal,5,18-30,,,,ON,Corporate Stores
9819425195937,2010-07,2010-07,2010-07-10,2010-07-10,Business - Personal,1,41-50,,,,QC,Corporate Stores
9818986186611,2010-04,2010-04,2010-04-10,2010-04-17,Business - Personal,8,18-30,,,,ON,Corporate Stores
9816773163127,2009-01,2009-01,2009-01-03,2009-01-03,Business - Personal,1,31-40,,,,BC,Dealers
9818095185337,2009-10,2009-10,2009-10-03,2009-10-03,Business - Personal,4,  50+ ,,,,  BC ,Dealers
9817473173450,2009-06,,2009-06-06,,Business - Personal,3,18-30,,,,QC,CORPORATE STORES
9819258198131,2010-06,2010-06,2010-06-05,2010-06-05,Business - Personal,8,31-40,,,,on,Dealers
9818579189339,2010-01,,2010-01-09,,Business - Personal,5,18-30,,,,ON,Corporate Stores
9819259199364,2010-06,2010-06,2010-06-05,2010/06/05,Business - Personal,8,18-30,,,,ON,Dealers
9817613173929,2009-07,,04/07/2009,,Business - Personal,3,18-30,,,,AB,Dealers
9817941171831,2009-09,2009-09,2009-09-05,2009-09-12,Business - Personal,4,18-30,,,,QC,Corporate Stores
9819257197124,2010-06,,2010-06-05,,Business - Personal,8,18-30,,,,ON,Dealers
9821273213490,2010-12,,2010-12-04,,Business - Personal,4,41-50,,,,ON,Dealers
9819116196924,2010-05,2010-05,2010-05-08,2010-05-08,Business - Personal,8,50+,,,,ON,Corporate Stores
9817018178527,2009-03,2009-03,2009-03-07,07/03/2009,Business - Personal,2,18-30,,,,ON,DEALERS
9817327177951,2009-05,2009-05,2009-05-09,2009-05-09,Business - Personal,3,50+,,HCDM,,ON,Corporate Stores
9819751191172,2010-09,2010-09,2010-09-04,2010/09/04,Business - Personal,2,18-30,,,,QC,CORPORATE STORES
9817458178901,2009-06,2009-06,2009-06-06,2009-06-06,Business - Personal,3,50+,,,,ON,Corporate Stores
9819422192627,2010-07,,2010-07-03,,Business - Personal,1,31-40,HCDP,,HCDS,BC,corporate stores
9817462172531,2009-06,,2009-06-06,,Business - Personal,3,41-50,,,,  ON ,Dealers
9817769179813,2009-08,2009-08,2009-08-08,2009-08-08,Business - Personal,4,41-50,,,,ON,Dealers
9817456176661,2009-06,,2009/06/06,,Business - Personal,3,31-40,,,,ON,dealers
9819764194033,2010-09,2010-09,2010-09-04,04/09/2010,Business - Personal,6,18-30,,,,BC,Corporate Stores
9817933173894,2009-09,2009-09,2009-09-05,2009/09/05,Business - Personal,4,18-30,,,,QC,Corporate Stores
9818366186451,2009-12,2009-12,2009-12-05,2009-12-05,Business - Personal,5,41-50,,,,ON,Corporate Stores
9817770170985,2009-08,2009-08,2009-08-08,08/08/2009,Business - Personal,4,18-30,,,,ON,Corporate Stores
9818379189696,2009-12,2009-12,2009-12-05,2009-12-05,Business - Personal,5,31-40,,,,AB,DEALERS
9818969189155,2010-04,2010-04,2010-04-03,2010-04-03,Business - Personal,7,41-50,,,,ON,  Dealers 
9817330170548,2009-05,2009-05,2009-05-09,09/05/2009,Business - Personal,3,18-30,,,,AB,Dealers
9817456176472,2009-06,2009-06,2009-06-06,2009-06-06,Business - Personal,3,50+,,,,QC,Dealers
9817316176611,2009-05,,2009-05-02,,Business - Personal,3,41-50,,,,ON,  Dealers 
9817624174215,2009-07,2009-07,2009-07-04,2009-07-04,Business - Personal,3,50+,,,,ON,Corporate Stores
9818715185687,2010-02,,2010-02-06,,Business - Personal,6,18-30,HCDP,,HCDS,ON,Dealers
9818725185610,2010-02,2010-02,2010-02-06,2010-02-06,Business - Personal,6,18-30,,,,BC,Corporate Stores
9818251181070,2009-11,2009-11,2009-11-07,07/11/2009,Business - Personal,5,  41-50 ,,,,QC,Dealers
9818105185627,2009-10,2009-10,2009-10-03,2009-10-03,Business - Personal,4,50+,,,,QC,Corporate Stores
9816767167934,2009-01,2009-01,2009/01/03,03/01/2009,Business - Personal,1,41-50,,,,QC,Dealers
9818721181231,2010-02,2010-02,2010-02-06,06/02/2010,Business - Personal,6,18-30,,,,bc,Corporate Stores
9818104184062,2009-10,,2009-10-03,,Business - Personal,4,41-50,,,,ON,Dealers
9818974184853,2010-04,2010-04,2010-04-03,03/04/2010,Business - Personal,7,18-30,,,,BC,Corporate Stores
9819779199006,2010-09,2010-09,2010-09-04,2010-09-04,Business - Personal,6,50+,,,,ON,  Corporate Stores 
9817474174700,2009-06,2009-06,2009-06-06,2009-06-06,Business - Personal,3,50+,,,,QC,Dealers
9817024174574,2009-03,2009-03,2009-03-07,2009-03-07,Business - Personal,3,50+,,,,QC,Corporate Stores
9819269199978,2010-06,2010-06,2010-06-05,2010-06-05,Business - Personal,8,18-30,,,,bc,Corporate Stores
9817625175611,2009-07,,2009-07-04,,Business - Personal,3,41-50,,,,QC,CORPORATE STORES
9819132192058,2010-05,2010-05,2010-05-08,2010-05-08,Business - Personal,8,31-40,,,,AB,Dealers
9819133193197,2010-05,2010-05,08/05/2010,08/05/2010,Business - Personal,8,31-40,,,,QC,Dealers
9818572182072,2010-01,2010-01,2010-01-02,02/01/2010,Business - Personal,5,41-50,,,,bc,CORPORATE STORES
9818979189917,2010-04,2010-04,2010-04-03,2010-04-03,Business - Personal,7,50+,,,,QC,Dealers
9818115185870,2009-10,2009-10,10/10/2009,2009-10-10,Business - Personal,5,18-30,,,,ON,corporate stores
9818573183273,2010-01,2010-01,2010-01-09,2010-01-09,Business - Personal,5,41-50,,,,ON,Dealers
9818242182299,2009-11,2009-11,2009-11-07,2009-11-07,Business - Personal,5,41-50,,,,ON,Dealers
9817625175166,2009-07,2009-07,2009/07/04,04/07/2009,Business - Personal,3,18-30,HCDP,,HCDS,ON,Corporate Stores
9821121211648,2010-11,2010-11,2010-11-06,2010-11-06,Business - Personal,4,41-50,,,,ON,Dealers
9817311171639,2009-05,2009-05,02/05/2009,2009-05-02,Business - Personal,3,18-30,,,,ON,Corporate Stores
9818380180505,2009-12,,2009-12-05,,Business - Personal,5,31-40,,,,BC,Dealers
9818359189452,2009-12,,05/12/2009,,Business - Personal,5,41-50,,,,ON,CORPORATE STORES
9819577197058,2010-08,2010-08,2010-08-07,2010-08-07,Business - Personal,1,50+,,,,AB,Corporate Stores
9818840180873,2010-03,2010-03,2010/03/06,2010-03-06,Business - Personal,7,18-30,HCDP,,HCDS,  BC ,Dealers
9818840180552,2010-03,2010-03,06/03/2010,06/03/2010,Business - Personal,7,31-40,,,,ab,Dealers
9817171171441,2009-04,2009-04,2009-04-04,2009-04-04,Business - Personal,3,50+,,,,BC,DEALERS
9819258198521,2010-06,2010-06,2010-06-05,2010-06-05,Business - Personal,8,41-50,,,,ON,Dealers
9818719189690,2010-02,2010-02,2010-02-06,2010/02/06,Business - Personal,6,18-30,,,,QC,Corporate Stores
9819254194685,2010-06,2010-06,2010-06-05,2010-06-05,Business - Personal,8,41-50,,,,QC,Corporate Stores
9817176176058,2009-04,2009-04,2009-04-04,04/04/2009,Business - Personal,3,18-30,,,,QC,Corporate Stores
9818240180771,2009-11,2009-11,2009-11-07,2009/11/07,Business - Personal,5,41-50,,,,ab,Corporate Stores
9817328178910,2009-05,2009-05,2009-05-09,2009/05/09,Business - Personal,3,18-30,,,,ON,Corporate Stores
9819577197555,2010-08,,2010-08-07,,Business - Personal,1,18-30,,,,QC,Corporate Stores
9818106186977,2009-10,2009-10,2009-10-03,2009-10-03,Business - Personal,4,41-50,,,,ON,Corporate Stores
9821271211222,2010-12,2010-12,04/12/2010,2010-12-04,Business - Personal,4,31-40,,,,on,Dealers
9818380180466,2009-12,2009-12,05/12/2009,2009-12-05,Business - Personal,5,18-30,,,,BC,Corporate Stores
9818979189118,2010-04,2010-04,2010-04-03,2010-04-03,Business - Personal,7,31-40,,,,  AB ,Corporate Stores
9816777167003,2009-01,2009-01,2009-01-10,2009-01-10,Business - Personal,1,31-40,,,,BC,Dealers
9817469179575,2009-06,2009-06,2009/06/06,2009-06-06,Business - Personal,3,50+,,,,BC,Corporate Stores
9821276216846,2010-12,2010-12,2010-12-04,2010-12-04,Business - Personal,2,18-30,,,,AB,Corporate Stores
9818245185438,2009-11,,2009-11-07,,Business - Personal,5,50+,,,,bc,Corporate Stores
9817763173662,2009-08,2009-08,2009-08-08,2009-08-08,Business - Personal,4,31-40,,,,ON,CORPORATE STORES
9818584184476,2010-01,,09/01/2010,,Business - Personal,5,18-30,,,,BC,Dealers
9819783193586,2010-09,2010-09,2010-09-11,2010-09-11,Business - Personal,6,31-40,,,,ON,Dealers
9819776196587,2010-09,2010-09,2010-09-04,2010-09-04,Business - Personal,6,31-40,,,,QC,Corporate Stores
9819770190419,2010-09,,04/09/2010,,Business - Personal,6,18-30,,,,BC,Dealers
9818385185123,2009-12,2009-12,2009/12/05,2009-12-05,Business - Personal,5,18-30,,,,ON,Dealers
9816903163301,2009-02,2009-02,2009-02-07,2009-02-07,Business - Personal,2,18-30,,,,ON,Corporate Stores
9816915165125,2009-02,2009-02,07/02/2009,07/02/2009,Business - Personal,2,50+,,,,AB,Dealers
9819952192223,2010-10,2010-10,2010-10-09,2010-10-09,Business - Personal,2,41-50,,,,QC,Corporate Stores
9818373183913,2009-12,2009-12,2009-12-05,2009-12-05,Business - Personal,5,41-50,,,,QC,Corporate Stores
9818373183540,2009-12,,2009-12-05,,Business - Personal,5,  18-30 ,,,,ON,Corporate Stores
9818095185580,2009-10,2009-10,2009/10/03,2009/10/03,Business - Personal,4,50+,,,,BC,Corporate Stores
9819112192599,2010-05,2010-05,2010-05-01,2010-05-01,Business - Personal,8,18-30,,,,  AB ,Dealers
9819588198896,2010-08,2010-08,2010-08-07,07/08/2010,Business - Personal,1,41-50,,,,QC,Dealers
9821141211269,2010-11,2010-11,2010-11-06,2010-11-06,Business - Personal,6,50+,,,,BC,Dealers
9818710180242,2010-02,2010-02,06/02/2010,2010-02-06,Business - Personal,6,31-40,,,,ON,Dealers
9818098188217,2009-10,2009-10,2009/10/03,2009-10-03,Business - Personal,4,31-40,,,,AB,Corporate Stores
9821279219549,2010-12,2010-12,2010-12-04,2010-12-04,Business - Personal,4,41-50,,,,ON,Corporate Stores
9819132192047,2010-05,,08/05/2010,,Business - Personal,8,41-50,,,,ON,Corporate Stores
9818704184018,2010-02,2010-02,2010-02-06,2010-02-06,Business - Personal,6,18-30,HCDP,,HCDS,ON,Corporate Stores
9821283213086,2010-12,2010-12,2010-12-11,2010/12/11,Business - Personal,2,18-30,,,,QC,Corporate Stores
9818360180641,2009-12,2009-12,2009-12-05,19/12/2009,Business - Personal,5,41-50,,,,ON,Dealers
9818104184032,2009-10,,2009-10-03,,Business - Personal,4,18-30,,,,ON,Corporate Stores
9818107187607,2009-10,2009-10,2009-10-03,2009/10/03,Business - Personal,4,41-50,,,,ON,Dealers
9817176176828,2009-04,2009-04,2009-04-04,04/04/2009,Business - Personal,3,50+,,,,ON,Dealers
9819413193526,2010-07,,2010-07-03,,Business - Personal,1,41-50,,,,QC,Corporate Stores
9819951191062,2010-10,2010-10,2010-10-09,2010-10-09,Business - Personal,3,18-30,,,,AB,Corporate Stores
9819117197165,2010-05,2010-05,2010/05/08,2010-05-08,Business - Personal,8,18-30,,,,QC,Corporate Stores
9819113193919,2010-05,2010-05,2010-05-01,2010-05-01,Business - Personal,8,41-50,,,,QC,Dealers
9819778198236,2010-09,2010-09,2010/09/04,2010/09/04,Business - Personal,6,41-50,,,,ON,Dealers
9819783193231,2010-09,2010-09,2010-09-11,2010-09-11,Business - Personal,6,31-40,,,,ON,Dealers
9819575195558,2010-08,,2010-08-07,,Business - Personal,1,41-50,HCDP,HCDM,HCDS,BC,Dealers
9817629179790,2009-07,2009-07,2009-07-11,2009-07-11,Business - Personal,4,31-40,,,,ON,Corporate Stores
9818586186033,2010-01,2010-01,2010-01-09,2010-01-09,Business - Personal,6,41-50,,,,ON,Dealers
9817316176579,2009-05,2009-05,02/05/2009,2009-05-02,Business - Personal,3,41-50,,,,on,Corporate Stores
9821267217292,2010-12,2010-12,2010-12-04,2010-12-04,Business - Personal,1,50+,,,,  QC ,  Corporate Stores 
9818232182991,2009-11,2009-11,2009-11-07,2009-11-07,Business - Personal,5,31-40,,,,QC,Corporate Stores
9819572192400,2010-08,2010-08,07/08/2010,07/08/2010,Business - Personal,2,18-30,HCDP,,HCDS,ON,Corporate Stores
9817306176745,2009-05,2009-05,2009-05-02,2009-05-02,Business - Personal,3,41-50,,,,ON,Dealers
9816781161367,2009-01,2009-01,2009/01/10,2009/01/10,Business - Personal,1,50+,,,,ON,Corporate Stores
9816900160432,2009-02,2009-02,2009-02-07,2009-02-07,Business - Personal,1,50+,,,,QC,Corporate Stores
9819572192944,2010-08,2010-08,2010-08-07,07/08/2010,Business - Personal,2,41-50,,,,ON,Dealers
9818583183569,2010-01,,09/01/2010,,Business - Personal,5,31-40,,,,ON,Corporate Stores
9818838188533,2010-03,2010-03,2010-03-06,2010-03-06,Business - Personal,7,18-30,,,,on,Corporate Stores
9819268198150,2010-06,2010-06,2010-06-05,05/06/2010,Business - Personal,8,18-30,,,,AB,Corporate Stores
9819127197497,2010-05,2010-05,2010-05-08,2010-05-08,Business - Personal,8,18-30,,,,QC,Corporate Stores
9818986186306,2010-04,2010-04,2010-04-10,2010-04-10,Business - Personal,8,31-40,,,,QC,Corporate Stores
