BAN,FIRST_CREDIT_DATE,FIRST_CREDIT_CLASS,SCORE_CARD,CREDIT_SCORE
9821131211586,2010-11-03,X,EQFX,848
9819278198690,2010-06-05,B,EQFX,984
9818845185476,2010-03-05,B,EQFX,994
9818715185431,2010-02-03,B,EQFX,981
9817464174570,2009-06-02,B,EQFX,991
9817014174424,2009-03-01,b,EQFX,996
9817933173637,2009-09-02,B,EQFX,976
9818575185112,2010-01-03,L,EQFX,596
9818570180912,2010-01-02,L,ECBS,602
9821120210333,2010/11/01,B,EQFX,993
9818378188416,2009-12-04,K,EQFX,340
9819929199612,2010-10-01,L,EQFX,621
9817625175121,2009-07-04,X,EQFX,293
9821142212147,2010-11-05,B,EQFX,975
9817018178445,2009-03-02,B,EQFX,983
9821275215242,2010-12-03,B,  EQFX ,990
9818106186208,2009-10-03,  B ,EQFX,990
9817031171183,05/03/2009,B,EQFX,936
9818582182570,2010-01-05,B,EQFX,993
9817165175237,2009-04-02,K,EQFX,203
9816779169207,2009/01/05,K,EQFX,154
9818092182891,2009-10-01,X,EQFX,854
9817160170238,2009-04-01,B,EQFX,975
9818240180441,2009/11/03,B,EQFX,972
9818829189044,2010-03-02,X,EQFX,457
9816768168915,2009-01-02,B,EQFX,991
9819265195254,2010-06-03,X,EQFX,854
9818373183020,2009-12-03,B,EQFX,990
9821273213996,03/12/2010,X,EQFX,557
9819121191239,2010-05-03,B,EQFX,892
9817926176018,2009/09/01,B,EQFX,975
9819930190958,2010-10-01,B,EQFX,983
9819420190304,2010-07-03,L,ECBS,854
9818234184295,2009-11-01,X,EQFX,748
9818111181192,2009-10-04,B,EQFX,977
9817481171144,2009-06-05,B,EQFX,965
9818251181216,2009/11/05,B,EQFX,991
9819947197285,2010-10-04,L,EQFX,730
9819939199762,2010-10-02,B,EQFX,973
9819572192989,2010-08-02,X,ECBS,557
9819265195534,2010-06-03,l,ECBS,12
9818969189092,2010-04-01,  B ,EQFX,995
9818092182687,2009-10-01,X,ECBS,602
9821273213799,2010-12-03,X,ECBS,822
9821269219954,2010/12/03,B,EQFX,984
9821132212950,2010-11-03,B,EQFX,995
9817925175290,2009-09-01,K,EQFX,175
9818823183790,2010-03-01,B,eqfx,935
9816762162079,2009-01-01,B,EQFX,994
9818721181255,2010-02-04,X,EQFX,605
9821130210590,2010-11-03,K,EQFX,207
9818980180475,2010-04-03,B,  EQFX ,956
9817762172308,2009/08/02,B,EQFX,941
9817620170101,2009-07-03,K,EQFX,279
9819765195033,02/09/2010,B,EQFX,971
9817761171547,2009-08-01,B,EQFX,952
9817619179481,2009-07-03,B,  EQFX ,972
9819113193530,2010-05-01,B,EQFX,990
9817312172168,2009-05-01,B,  EQFX ,993
9818723183973,05/02/2010,B,EQFX,989
9817022172373,2009-03-03,B,EQFX,935
9819118198201,2010-05-02,L,ECBS,3
9817464174315,2009-06-02,B,EQFX,992
9819955195547,2010-10-05,L,EQFX,864
9817014174818,2009-03-01,b,EQFX,955
9821134214635,2010-11-04,B,EQFX,931
9818832182147,03/03/2010,K,EQFX,517
9819418198779,2010-07-02,B,EQFX,985
9817329179108,2009-05-05,B,EQFX,984
9821126216733,2010-11-02,X,EQFX,606
9818835185383,2010-03-03,B,  EQFX ,960
9817933173630,2009-09-02,  B ,EQFX,979
9818716186002,2010-02-03,B,EQFX,994
9817629179305,2009-07-05,B,  EQFX ,921
9819579199828,2010-08-03,x,EQFX,553
9817478178092,2009-06-05,L,EQFX,675
9817930170241,2009/09/01,B,  EQFX ,953
9819782192419,05/09/2010,L,ECBS,12
9819571191245,2010-08-01,L,ECBS,800
9817610170430,2009-07-02,l,EQFX,385
9821262212587,2010-12-01,B,EQFX,984
9817029179993,2009-03-05,K,EQFX,226
9819776196231,2010-09-04,X,EQFX,879
9818368188910,02/12/2009,B,EQFX,969
9817020170741,2009-03-03,K,EQFX,188
9821130210697,2010-11-03,l,ECBS,557
9817625175564,2009-07-04,K,EQFX,269
9819125195254,2010-05-03,B,EQFX,970
9819116196921,2010-05-02,B,  EQFX ,985
9819117197259,2010-05-02,B,EQFX,978
9818367187268,2009-12-02,B,eqfx,992
9818841181186,2010-03-05,B,EQFX,946
9816771161385,03/01/2009,B,EQFX,971
9817771171166,2009-08-04,  X ,EQFX,786
9818362182452,01/12/2009,B,EQFX,987
9818582182585,2010-01-05,L,EQFX,512
9819584194952,2010-08-04,B,EQFX,950
9819418198994,2010/07/02,B,EQFX,986
9821120210919,2010-11-01,L,ECBS,12
9818362182571,2009-12-01,B,EQFX,959
9819134194060,05/05/2010,B,EQFX,994
9817764174822,2009-08-03,B,  EQFX ,953
9819779199106,2010-09-04,K,EQFX,116
9817314174683,2009-05-02,B,EQFX,978
9819419199282,2010-07-02,L,EQFX,290
9819577197091,2010-08-03,L,EQFX,681
9817030170370,2009-03-05,B,eqfx,952
9817457177291,2009-06-01,B,eqfx,995
9819783193188,05/09/2010,K,EQFX,165
9821278218192,2010-12-04,B,EQFX,988
9818704184722,2010-02-01,L,ECBS,512
9818577187809,2010-01-04,L,EQFX,492
9817931171085,2009-09-01,B,EQFX,985
9819115195405,2010-05-01,B,EQFX,969
9818725185866,2010-02-05,B,EQFX,929
9818824184874,2010-03-01,K,EQFX,424
9817318178126,2009-05-03,L,EQFX,557
9819128198648,2010/05/04,B,EQFX,975
9816913163997,2009-02-04,B,EQFX,993
9819578198245,2010-08-03,B,EQFX,993
9819941191434,2010-10-02,L,  ECBS ,12
9818721181024,04/02/2010,B,EQFX,992
9818100180387,02/10/2009,  B ,EQFX,993
9821138218200,2010/11/04,X,EQFX,640
9821267217920,2010-12-02,B,EQFX,990
9816765165749,02/01/2009,B,EQFX,996
9819132192267,2010-05-05,L,ECBS,894
9819771191893,2010-09-03,L,EQFX,372
9819426196283,04/07/2010,X,EQFX,565
9819756196381,2010/09/01,B,eqfx,967
9821283213637,2010-12-05,B,eqfx,991
9818105185660,2009-10-03,x,EQFX,557
9819413193054,2010-07-02,B,EQFX,981
9816781161180,2009/01/05,B,EQFX,982
9817763173951,2009-08-02,X,EQFX,790
9819771191668,2010-09-03,X,EQFX,842
9818361181497,01/12/2009,b,EQFX,968
9819258198690,2010-06-01,B,EQFX,899
9821279219610,2010-12-04,B,EQFX,994
9817157177973,2009-04-01,X,EQFX,422
9817174174810,2009-04-04,K,EQFX,514
9818836186219,2010-03-04,X,ECBS,650
9819422192987,2010-07-03,B,EQFX,950
9817766176149,2009/08/03,B,EQFX,989
9818382182425,2009-12-05,B,EQFX,991
9817028178118,2009-03-04,L,EQFX,494
9818720180427,2010/02/04,K,EQFX,18
9817175175224,2009-04-04,B,EQFX,965
9818233183773,2009-11-01,B,EQFX,954
9819939199742,02/10/2010,B,EQFX,992
9818842182181,2010-03-05,x,EQFX,466
9818839189706,2010-03-04,L,ECBS,12
9817317177941,2009-05-03,B,EQFX,983
9819592192754,05/08/2010,B,EQFX,948
9819269199444,2010-06-03,B,EQFX,987
9818107187636,2009-10-03,  B ,EQFX,996
9817161171842,2009-04-01,X,ECBS,880
9818719189680,04/02/2010,X,ECBS,8
9817925175807,2009-09-01,K,EQFX,151
9821260210232,2010-12-01,x,EQFX,602
9818976186770,2010-04-02,K,EQFX,107
9816906166378,02/02/2009,X,EQFX,824
9818372182534,2009-12-03,X,EQFX,441
9817160170782,2009-04-01,K,EQFX,391
9819422192657,2010-07-03,B,EQFX,992
9817621171179,2009-07-03,X,EQFX,842
9818366186078,2009-12-02,K,EQFX,71
9818839189167,2010-03-04,B,EQFX,992
9818232182262,2009-11-01,K,EQFX,359
9821130210165,2010-11-03,B,EQFX,974
9821281211163,04/12/2010,B,EQFX,974
9817324174083,04/05/2009,b,EQFX,959
9817764174241,2009-08-02,x,EQFX,673
9817014174687,2009-03-01,B,EQFX,991
9817465175230,2009-06-02,L,EQFX,511
9818972182022,2010-04-01,K,EQFX,197
9819773193818,03/09/2010,L,EQFX,537
9819935195554,2010-10-01,B,EQFX,964
9819276196988,05/06/2010,B,EQFX,978
9818984184270,2010-04-05,B,EQFX,978
9818569189448,2010-01-02,B,EQFX,987
9818832182087,03/03/2010,b,EQFX,986
9818707187762,2010-02-01,B,eqfx,995
9817327177036,2009-05-05,K,EQFX,63
9818367187082,02/12/2009,B,EQFX,990
9818570180335,2010-01-02,B,EQFX,995
9817924174896,2009-09-01,X,EQFX,420
9819764194191,2010-09-02,K,eqfx,437
9819949199364,2010-10-04,X,EQFX,512
9817611171452,2009/07/02,X,EQFX,786
9819778198708,2010/09/04,X,ECBS,8
9817158178978,2009-04-01,B,EQFX,994
9818715185568,2010-02-03,B,  EQFX ,997
9819758198939,02/09/2010,B,EQFX,968
9817627177402,2009-07-04,B,EQFX,982
9819425195658,2010-07-04,L,ECBS,557
9818830180837,2010-03-02,K,EQFX,151
9817173173501,03/04/2009,  B ,EQFX,978
9819939199076,2010-10-02,B,EQFX,949
9821262212343,2010-12-01,B,EQFX,967
9818968188783,2010-04-01,B,EQFX,992
9818970180075,2010-04-01,L,EQFX,934
9819592192406,2010-08-05,B,EQFX,969
9816777167659,2009-01-04,L,EQFX,595
9819260190583,2010-06-02,B,EQFX,982
9818241181915,2009/11/03,X,EQFX,629
9817014174583,2009-03-01,K,EQFX,47
9819751191404,2010-09-01,B,EQFX,995
9817315175005,2009-05-02,B,EQFX,993
9819421191215,2010/07/03,B,EQFX,954
9816908168881,03/02/2009,K,EQFX,96
9818583183165,2010-01-05,B,EQFX,956
9818568188553,2010-01-02,K,EQFX,99
9819775195294,2010-09-04,B,EQFX,992
9819750190224,2010-09-01,B,EQFX,962
9817761171981,02/08/2009,B,  EQFX ,990
9818107187862,2009-10-03,  B ,EQFX,968
9819775195124,2010/09/04,B,EQFX,944
9819124194029,2010-05-03,X,EQFX,806
9821141211569,2010-11-05,B,EQFX,994
9818973183699,2010-04-01,B,EQFX,990
9817931171519,2009-09-01,X,EQFX,923
9818117187413,2009-10-05,X,EQFX,822
9819766196855,2010-09-03,B,EQFX,988
9817481171253,2009-06-05,K,  EQFX ,360
9818363183834,2009-12-01,K,EQFX,224
9817013173061,2009-03-01,  B ,  EQFX ,985
9819133193230,2010-05-05,B,EQFX,994
9819118198490,2010-05-02,K,EQFX,266
9819585195498,2010/08/04,B,EQFX,982
9819778198573,2010-09-04,X,ECBS,800
9819119199439,2010-05-02,B,EQFX,984
9819783193831,2010-09-05,  B ,EQFX,959
9817761171616,2009-08-01,B,EQFX,981
9818102182365,2009-10-02,l,ECBS,880
9817326176935,2009-05-05,B,EQFX,986
9819574194330,2010-08-02,X,EQFX,602
9818113183851,2009-10-05,K,EQFX,376
9818106186473,2009-10-03,B,EQFX,973
9819783193302,2010-09-05,B,EQFX,982
9817017177058,2009/03/02,K,EQFX,385
9818975185650,2010-04-02,L,ECBS,12
9821271211919,2010-12-03,B,EQFX,987
9819427197731,2010-07-05,B,EQFX,992
9819255195407,01/06/2010,X,ECBS,512
9817462172624,02/06/2009,k,EQFX,468
9816912162647,2009/02/04,B,EQFX,992
9817460170136,2009/06/01,K,EQFX,385
9816781161847,2009-01-05,B,EQFX,960
9817623173202,2009/07/03,K,EQFX,228
9819576196191,2010-08-03,  B ,EQFX,996
9819955195950,05/10/2010,B,eqfx,990
9816910160342,2009-02-03,X,EQFX,738
9817461171920,2009-06-02,L,EQFX,880
9816916166993,2009-02-05,X,EQFX,648
9817611171805,2009-07-02,B,EQFX,982
9819784194308,05/09/2010,B,EQFX,985
9818978188613,2010-04-03,B,EQFX,975
9818716186326,2010-02-03,B,EQFX,975
9821275215330,2010-12-03,B,EQFX,962
9816775165739,2009/01/04,B,EQFX,986
9819760190746,02/09/2010,B,EQFX,964
9816912162470,2009-02-04,K,EQFX,409
9818245185636,2009-11-04,B,eqfx,990
9817620170479,2009-07-03,  B ,  EQFX ,981
9816903163869,2009-02-02,K,EQFX,409
9818093183754,2009-10-01,B,EQFX,992
9817327177076,2009-05-05,B,EQFX,959
9817327177510,2009-05-05,X,EQFX,571
9819779199805,2010-09-04,K,EQFX,368
9819947197634,2010-10-04,X,EQFX,481
9819278198811,05/06/2010,B,EQFX,984
9819122192780,2010-05-03,B,EQFX,967
9818097187384,01/10/2009,X,EQFX,533
9818246186719,2009-11-04,L,EQFX,671
9817933173075,2009-09-02,K,EQFX,465
9817762172167,2009-08-02,L,EQFX,457
9816763163658,2009-01-02,K,EQFX,119
9817177177768,2009-04-04,B,EQFX,994
9817620170056,2009-07-03,B,EQFX,984
9819765195687,2010-09-02,X,eqfx,842
9821125215409,2010-11-02,B,EQFX,949
9819765195856,2010-09-02,L,ECBS,996
9817759179294,2009-08-01,X,EQFX,287
9819416196167,2010-07-02,B,EQFX,955
9821272212971,2010-12-03,B,EQFX,980
9817322172764,2009-05-04,B,EQFX,984
9818578188888,2010-01-04,L,  ECBS ,854
9817319179416,2009-05-03,X,EQFX,800
9819948198915,2010-10-04,L,ECBS,557
9817025175104,2009-03-04,K,EQFX,111
9817615175976,02/07/2009,L,ECBS,602
9818707187045,2010-02-01,B,EQFX,976
9818097187521,2009-10-01,K,EQFX,494
9817170170140,03/04/2009,B,EQFX,994
9817760170066,01/08/2009,L,ECBS,940
9817180170071,2009-04-06,X,EQFX,300
9817612172929,02/07/2009,K,EQFX,56
9818976186858,2010-04-02,X,ECBS,466
9818577187572,2010-01-04,B,  EQFX ,957
9819941191822,2010-10-02,L,EQFX,714
9818381181167,2009-12-05,X,EQFX,822
9819122192666,2010-05-03,B,EQFX,972
9819425195906,2010-07-04,B,EQFX,959
9818578188447,2010-01-04,K,EQFX,154
9819770190623,2010-09-03,B,EQFX,994
9818233183389,2009-11-01,B,EQFX,995
9817927177654,01/09/2009,B,eqfx,952
9816904164913,2009/02/02,B,EQFX,975
9817024174076,2009-03-03,  B ,EQFX,971
9818378188654,2009/12/04,X,EQFX,420
9821275215285,2010-12-03,B,EQFX,960
9817772172019,2009-08-04,K,EQFX,266
9819929199341,2010/10/01,K,EQFX,340
9818110180927,2009-10-04,K,EQFX,212
9818098188943,2009-10-02,  B ,EQFX,941
9819572192436,2010-08-02,L,ECBS,531
9817028178289,2009-03-04,B,EQFX,989
9818383183597,2009-12-05,B,EQFX,962
9817614174849,02/07/2009,X,EQFX,854
9816900160826,2009-02-01,B,EQFX,984
9817317177676,03/05/2009,B,EQFX,986
9819940190256,2010-10-02,B,EQFX,984
9817928178284,2009-09-01,B,EQFX,986
9817029179372,05/03/2009,x,EQFX,697
9817158178698,2009-04-01,X,EQFX,682
9821267217664,2010-12-02,X,  EQFX ,304
9816761161864,2009/01/01,B,EQFX,992
9818824184246,2010-03-01,K,EQFX,134
9817612172407,2009-07-02,l,EQFX,676
9817762172570,2009-08-02,B,EQFX,991
9818715185094,2010-02-03,b,EQFX,931
9821133213295,2010-11-03,L,EQFX,720
9817321171967,2009-05-04,X,EQFX,822
9818711181073,02/02/2010,X,ECBS,8
9819592192299,05/08/2010,B,  EQFX ,993
9818969189164,01/04/2010,L,ECBS,822
9816765165795,2009-01-02,X,eqfx,587
9819782192613,2010/09/05,B,EQFX,982
9817460170946,2009-06-01,L,ECBS,
9819572192524,2010-08-02,K,EQFX,260
9821281211913,2010/12/05,b,  EQFX ,939
9818582182661,2010-01-05,K,EQFX,138
9818984184379,2010-04-05,B,EQFX,993
9819772192525,2010-09-03,B,eqfx,986
9816777167692,2009/01/04,X,EQFX,661
9819422192512,2010-07-03,K,EQFX,390
9817177177342,2009-04-04,K,EQFX,376
9817758178672,01/08/2009,X,EQFX,608
9817014174449,2009-03-01,X,EQFX,900
9817930170749,2009-09-01,X,EQFX,587
9817031171009,2009-03-05,X,EQFX,758
9818987187566,2010-04-05,B,EQFX,997
9817168178102,2009-04-02,K,EQFX,418
9819769199277,2010/09/03,X,EQFX,698
9817620170797,2009/07/03,B,EQFX,954
9821130210414,2010-11-03,B,EQFX,988
9818233183221,2009/11/01,K,EQFX,153
9818239189681,03/11/2009,X,EQFX,854
9817165175595,2009-04-02,L,eqfx,641
9817617177996,2009-07-03,B,EQFX,965
9819934194599,2010-10-01,B,EQFX,988
9821279219322,2010-12-04,B,eqfx,987
9817016176195,02/03/2009,L,EQFX,443
9819121191386,2010-05-03,B,EQFX,965
9818233183800,2009-11-01,B,EQFX,962
9817948178911,2009-09-04,B,EQFX,985
9817179179635,2009-04-06,B,EQFX,991
9818100180386,2009-10-02,B,EQFX,992
9817620170742,2009-07-03,L,EQFX,515
9817614174597,2009-07-02,B,EQFX,980
9816918168131,2009-02-05,  B ,EQFX,979
9819113193730,01/05/2010,L,EQFX,557
9818100180398,2009-10-02,  X ,EQFX,739
9818719189252,2010-02-04,L,EQFX,680
9821284214254,2010-12-05,B,EQFX,988
9818831181222,2010-03-02,B,EQFX,959
9818248188015,2009-11-05,X,EQFX,466
9817165175216,2009-04-02,B,EQFX,977
9818725185462,2010-02-05,L,ECBS,9
9819774194005,2010/09/03,  B ,EQFX,986
9819936196426,2010-10-01,B,EQFX,984
9819268198310,2010-06-03,L,EQFX,716
9817308178633,2009-05-01,B,EQFX,987
9818382182407,2009-12-05,X,  EQFX ,880
9821126216550,02/11/2010,x,EQFX,880
9817029179854,2009-03-05,b,  EQFX ,966
9817470170654,2009-06-03,B,EQFX,996
9818970180508,2010/04/01,B,EQFX,995
9817477177552,2009-06-05,B,EQFX,982
9821263213096,01/12/2010,X,EQFX,447
9818232182011,01/11/2009,K,EQFX,137
9817458178014,2009-06-01,X,EQFX,448
9819119199049,2010/05/02,B,EQFX,980
9817160170182,2009-04-01,X,EQFX,880
9821268218486,2010-12-02,B,EQFX,951
9818844184396,2010-03-05,X,  EQFX ,732
9818098188699,2009-10-02,X,EQFX,824
9817458178296,2009-06-01,X,eqfx,587
9817171171459,2009-04-03,K,EQFX,73
9817775175616,2009-08-05,B,EQFX,987
9818365185605,02/12/2009,B,EQFX,990
9819280190065,2010-06-05,B,EQFX,991
9819763193409,02/09/2010,X,EQFX,557
9819425195759,2010-07-04,L,EQFX,374
9818106186229,03/10/2009,K,  EQFX ,415
9819269199901,2010-06-03,B,EQFX,983
9819281191362,05/06/2010,B,EQFX,984
9818374184710,2009-12-03,L,EQFX,459
9819757197940,2010-09-02,X,  EQFX ,213
9818385185060,2009-12-05,B,EQFX,997
9816909169820,2009-02-03,K,EQFX,64
9817465175762,2009-06-02,B,EQFX,995
9817172172213,2009-04-03,B,EQFX,994
9817933173820,2009-09-02,B,EQFX,989
9818833183663,2010-03-03,X,EQFX,602
9819128198537,2010-05-04,L,ECBS,6
9819772192503,2010-09-03,B,EQFX,964
9818107187697,2009-10-03,b,eqfx,996
9819776196645,2010/09/04,L,ECBS,12
9819783193603,2010-09-05,b,EQFX,995
9818709189997,2010-02-02,K,EQFX,240
9818824184091,2010-03-01,B,EQFX,993
9818094184769,2009-10-01,l,ECBS,854
9819112192321,2010-05-01,X,EQFX,880
9818705185252,2010-02-01,x,EQFX,854
9816900160870,2009-02-01,B,EQFX,978
9819766196690,2010-09-03,B,EQFX,974
9819752192199,2010-09-01,k,EQFX,88
9817931171217,2009-09-01,B,EQFX,952
9819768198677,2010-09-03,b,EQFX,995
9818112182346,2009-10-04,X,EQFX,673
9819751191183,2010-09-01,X,ECBS,8
9819577197610,2010-08-03,X,EQFX,692
9818241181517,2009-11-03,b,EQFX,997
9817625175440,2009-07-04,B,EQFX,973
9817163173200,2009-04-02,X,ECBS,854
9818835185640,2010-03-03,L,EQFX,521
9819947197620,2010-10-04,B,EQFX,987
9818570180519,2010/01/02,B,EQFX,993
9818097187322,2009-10-01,K,EQFX,266
9819275195138,2010-06-04,B,EQFX,958
9821284214250,2010-12-05,B,EQFX,991
9819122192122,2010-05-03,L,ECBS,3
9817470170542,2009-06-03,B,EQFX,994
9819591191605,05/08/2010,L,EQFX,854
9817326176272,05/05/2009,  X ,EQFX,842
9818978188937,2010-04-03,B,EQFX,967
9818841181923,2010-03-05,B,EQFX,982
9821126216328,02/11/2010,X,EQFX,790
9817306176107,2009-05-01,B,EQFX,974
9818385185398,2009-12-05,X,ECBS,880
9818378188143,2009-12-04,B,EQFX,986
9818245185328,2009-11-04,B,EQFX,970
9818714184345,2010-02-03,K,EQFX,279
9819585195400,04/08/2010,  X ,ECBS,800
9818095185408,2009-10-01,X,  EQFX ,880
9819773193414,03/09/2010,L,ecbs,12
9817776176607,2009-08-05,K,EQFX,184
9818844184394,2010-03-05,B,EQFX,987
9818110180859,2009-10-04,X,EQFX,842
9821124214472,2010-11-01,B,EQFX,993
9817629179674,2009-07-05,K,eqfx,53
9818972182805,2010-04-01,X,EQFX,533
9816765165463,2009-01-02,B,EQFX,967
9817615175625,2009-07-02,B,EQFX,982
9816915165556,2009/02/05,K,EQFX,145
9818569189723,2010-01-02,X,EQFX,569
9819955195624,2010-10-05,  B ,eqfx,968
9819267197117,03/06/2010,X,  ECBS ,813
9819584194408,2010-08-04,b,EQFX,994
9817175175244,04/04/2009,B,EQFX,987
9816779169301,2009-01-05,B,EQFX,982
9817463173270,2009-06-02,X,ECBS,334
9816770160951,2009-01-03,B,EQFX,992
9821122212036,2010-11-01,k,EQFX,376
9819114194701,2010-05-01,X,ECBS,8
9817316176456,2009-05-02,  B ,  EQFX ,953
9819775195807,2010-09-04,B,EQFX,972
9817615175851,2009-07-02,X,EQFX,908
9819411191508,2010/07/01,B,EQFX,951
9818248188891,2009-11-05,X,EQFX,368
9819592192733,2010/08/05,K,EQFX,276
9819420190161,03/07/2010,b,EQFX,977
9818828188309,2010-03-02,K,EQFX,240
9819121191412,2010-05-03,L,ECBS,854
9819577197967,2010/08/03,B,EQFX,977
9818569189376,2010-01-02,L,EQFX,454
9818365185812,2009-12-02,B,EQFX,993
9818234184851,2009-11-02,  B ,EQFX,985
9821134214198,2010-11-04,K,EQFX,85
9819262192975,2010-06-02,B,EQFX,991
9819933193172,01/10/2010,X,EQFX,848
9818376186359,2009-12-04,B,EQFX,981
9818979189802,03/04/2010,B,eqfx,973
9818248188393,2009-11-05,X,ECBS,880
9819425195411,04/07/2010,B,eqfx,937
9817462172118,2009-06-02,X,EQFX,843
9816772162626,2009-01-03,B,EQFX,962
9817173173464,2009/04/03,B,EQFX,979
9819929199208,2010-10-01,B,EQFX,889
9817765175066,2009-08-03,X,EQFX,964
9819431191911,2010-07-05,L,EQFX,596
9819585195380,04/08/2010,B,EQFX,995
9819582192064,2010-08-04,B,EQFX,994
9818712182367,2010/02/02,B,EQFX,989
9819937197444,2010-10-02,B,EQFX,995
9819413193093,2010/07/02,B,EQFX,994
9817621171919,03/07/2009,X,EQFX,710
9817774174288,2009-08-05,B,EQFX,952
9819956196775,2010-10-05,X,EQFX,842
9818973183017,2010/04/01,B,eqfx,983
9818710180836,2010-02-02,B,EQFX,994
9819760190131,2010-09-02,k,  EQFX ,487
9819117197371,2010-05-02,B,EQFX,921
9819779199633,2010-09-04,L,EQFX,842
9817628178289,2009/07/05,X,EQFX,830
9821277217639,04/12/2010,K,EQFX,225
9817316176135,2009-05-02,b,EQFX,946
9819417197805,02/07/2010,B,EQFX,958
9816765165394,2009/01/02,B,EQFX,994
9819420190230,03/07/2010,b,EQFX,992
9819756196179,2010-09-01,B,EQFX,974
9817614174881,02/07/2009,X,  EQFX ,428
9819425195606,2010-07-04,b,eqfx,993
9819749199719,01/09/2010,B,EQFX,985
9818583183367,2010-01-05,B,  EQFX ,995
9819129199965,04/05/2010,B,EQFX,993
9819573193018,2010-08-02,X,EQFX,738
9819582192179,04/08/2010,B,EQFX,978
9819431191169,2010-07-05,  L ,EQFX,668
9817178178201,2009/04/04,B,EQFX,997
9819769199588,2010-09-03,X,EQFX,553
9819948198567,2010-10-04,X,ECBS,786
9817021171879,2009-03-03,K,EQFX,208
9818376186473,2009-12-04,B,EQFX,979
9818104184192,2009-10-02,b,EQFX,987
9817176176334,2009-04-04,B,EQFX,994
9817176176384,2009-04-04,B,EQFX,990
9817156176750,2009-04-01,K,EQFX,246
9821142212153,2010-11-05,B,eqfx,955
9818369189255,02/12/2009,B,EQFX,993
9818984184553,2010-04-05,B,EQFX,956
9817317177307,2009-05-02,B,EQFX,983
9816783163220,2009-01-05,L,EQFX,822
9818985185747,2010-04-05,B,EQFX,954
9818241181168,2009-11-03,X,EQFX,739
9819257197471,2010-06-01,B,EQFX,923
9819274194080,04/06/2010,X,EQFX,169
9818718188836,2010-02-04,B,EQFX,992
9818115185099,2009-10-05,B,EQFX,994
9818987187518,2010-04-05,K,EQFX,154
9816783163631,2009-01-05,L,ECBS,958
9819785195494,2010-09-05,X,EQFX,842
9818362182498,01/12/2009,B,EQFX,945
9818987187795,05/04/2010,K,EQFX,154
9817620170875,2009-07-03,B,EQFX,992
9821269219861,2010-12-03,L,  EQFX ,738
9818985185314,2010-04-05,L,ECBS,6
9817326176949,2009-05-05,X,EQFX,697
9816772162294,2009-01-03,K,EQFX,154
9819771191931,2010-09-03,B,EQFX,978
9817029179245,2009-03-05,K,EQFX,154
9817924174964,2009-09-01,B,EQFX,986
9818984184255,2010-04-05,K,eqfx,236
9817013173871,2009-03-01,X,eqfx,628
9819774194433,2010-09-03,K,eqfx,464
9817157177909,01/04/2009,B,EQFX,986
9818724184220,2010-02-05,K,EQFX,204
9817318178230,2009-05-03,K,EQFX,217
9821144214009,2010-11-05,B,eqfx,958
9817174174119,2009-04-03,X,EQFX,842
9819431191814,2010-07-05,B,EQFX,963
9819934194057,2010-10-01,b,EQFX,969
9819127197690,2010-05-04,X,EQFX,608
9818371181024,2009-12-03,X,EQFX,319
9821140210552,2010-11-05,K,EQFX,157
9817014174347,2009-03-01,B,EQFX,981
9817481171530,2009/06/05,L,EQFX,493
9819763193496,2010-09-02,B,EQFX,985
9821277217814,2010/12/04,B,EQFX,931
9821122212449,2010-11-01,K,EQFX,448
9817326176664,2009-05-05,B,EQFX,975
9817933173105,02/09/2009,B,EQFX,953
9817932172239,02/09/2009,B,EQFX,991
9818976186798,2010-04-02,X,eqfx,767
9818372182203,2009-12-03,k,  EQFX ,150
9818247187811,2009-11-05,B,EQFX,926
9819425195790,2010-07-04,L,ECBS,12
9819419199793,2010-07-02,B,EQFX,963
9817313173591,2009-05-02,B,eqfx,986
9818375185852,04/12/2009,B,EQFX,968
9818974184145,2010-04-01,L,ECBS,12
9818705185322,2010-02-01,X,EQFX,523
9819587197471,2010-08-05,K,EQFX,266
9818106186540,2009-10-03,B,eqfx,983
9817180170883,2009-04-08,X,EQFX,966
9818829189953,2010-03-02,l,ECBS,806
9817473173511,2009-06-04,K,EQFX,22
9817628178449,2009-07-05,L,  EQFX ,403
9817627177561,2009-07-04,B,EQFX,988
9818705185492,01/02/2010,B,EQFX,995
9819765195846,2010-09-02,X,EQFX,501
9818111181014,2009-10-04,B,eqfx,942
9817768178834,2009-08-04,b,  EQFX ,982
9819768198693,2010-09-03,X,ECBS,466
9818365185528,2009-12-02,L,ECBS,854
9817614174882,2009-07-02,L,EQFX,934
9818095185935,2009-10-01,X,EQFX,692
9819569199513,2010-08-01,L,EQFX,874
9819425195635,2010-07-04,B,EQFX,974
9819425195277,2010/07/04,X,EQFX,822
9818976186707,2010-04-02,K,EQFX,385
9818111181808,2009-10-04,L,EQFX,531
9818578188411,2010-01-04,B,EQFX,931
9819572192875,2010-08-02,B,EQFX,946
9817459179866,2009-06-01,B,EQFX,991
9819769199719,2010-09-03,L,  ECBS ,12
9817624174999,2009-07-04,B,EQFX,956
9817614174577,2009-07-02,B,EQFX,985
9821270210755,2010/12/03,X,ECBS,845
9817473173418,2009-06-04,B,EQFX,989
9819949199339,04/10/2010,X,ECBS,854
9819256196783,2010-06-01,L,EQFX,557
9817472172148,2009-06-04,X,EQFX,507
9817926176074,2009-09-01,B,EQFX,993
9818237187516,2009-11-02,B,EQFX,995
9819771191494,2010-09-03,B,EQFX,960
