StoreID,StoreName,City,Province,ProvinceAbbrev,Country
CA2264,Conception Bay South Store 7,Conception Bay South,Newfoundland,NL,Canada
CA2265,Grand Falls-Windsor Store 7,Grand Falls-Windsor,Newfoundland,NL,Canada
CA2266,Charlottetown Store 1,Charlottetown,Prince Edward Island,PE,Canada
CA2267,Summerside Store 1,Summerside,Prince Edward Island,PE,Canada
CA2268,Stratford Store 1,Stratford,Prince Edward Island,PE,Canada
CA2269,Charlottetown Store 2,Charlottetown,Prince Edward Island,PE,Canada
CA2270,Summerside Store 2,Summerside,Prince Edward Island,PE,Canada
CA2271,Stratford Store 2,Stratford,Prince Edward Island,PE,Canada
CA2272,Charlottetown Store 3,Charlottetown,Prince Edward Island,PE,Canada
CA2273,Summerside Store 3,Summerside,Prince Edward Island,PE,Canada
CA2274,Stratford Store 3,Stratford,Prince Edward Island,PE,Canada
CA2275,Charlottetown Store 4,Charlottetown,Prince Edward Island,PE,Canada
CA2276,Summerside Store 4,Summerside,Prince Edward Island,PE,Canada
CA2277,Stratford Store 4,Stratford,Prince Edward Island,PE,Canada
CA2278,Charlottetown Store 5,Charlottetown,Prince Edward Island,PE,Canada
CA2279,Summerside Store 5,Summerside,Prince Edward Island,PE,Canada
CA2280,Stratford Store 5,Stratford,Prince Edward Island,PE,Canada
CA2281,Yellowknife Store 1,Yellowknife,Northwest Territories,NT,Canada
CA2282,Hay River Store 1,Hay River,Northwest Territories,NT,Canada
CA2283,Inuvik Store 1,Inuvik,Northwest Territories,NT,Canada
CA2284,Yellowknife Store 2,Yellowknife,Northwest Territories,NT,Canada
CA2285,Hay River Store 2,Hay River,Northwest Territories,NT,Canada
CA2286,Inuvik Store 2,Inuvik,Northwest Territories,NT,Canada
CA2287,Yellowknife Store 3,Yellowknife,Northwest Territories,NT,Canada
CA2288,Hay River Store 3,Hay River,Northwest Territories,NT,Canada
CA2289,Inuvik Store 3,Inuvik,Northwest Territories,NT,Canada
CA2290,Yellowknife Store 4,Yellowknife,Northwest Territories,NT,Canada
CA2291,Iqaluit Store 1,Iqaluit,Nunavut,NU,Canada
CA2292,Rankin Inlet Store 1,Rankin Inlet,Nunavut,NU,Canada
CA2293,Arviat Store 1,Arviat,Nunavut,NU,Canada
CA2294,Iqaluit Store 2,Iqaluit,Nunavut,NU,Canada
CA2295,Rankin Inlet Store 2,Rankin Inlet,Nunavut,NU,Canada
CA2296,Whitehorse Store 1,Whitehorse,Yukon,YT,Canada
CA2297,Dawson City Store 1,Dawson City,Yukon,YT,Canada
CA2298,Watson Lake Store 1,Watson Lake,Yukon,YT,Canada
CA2299,Whitehorse Store 2,Whitehorse,Yukon,YT,Canada
CA2300,Dawson City Store 2,Dawson City,Yukon,YT,Canada
