Area Code,Date,Market,Market Size,Product,Product Type,State,Type,Budget COGS,Budget Margin,Budget Profit,Budget Sales,Cogs,Inventory,Margin,Marketing,Number of Records,Profit,Sales,Total Expenses
563,8/1/2013 12:00:00 AM,Central,Small Market,Caffe Mocha,Espresso,Iowa,Regular,20,40,30,$0K,23,806,35,6,1,25,$0K,16
636,8/1/2013 12:00:00 AM,Central,Small Market,Caffe Mocha,Espresso,Missouri,Regular,30,60,40,$0K,34,890,49,9,1,40,$0K,19
715,8/1/2013 12:00:00 AM,Central,Small Market,Caffe Mocha,Espresso,Wisconsin,Regular,110,150,100,$0K,103,1073,123,31,1,97,$0K,49
319,8/1/2013 12:00:00 AM,Central,Small Market,Darjeeling,Tea,Iowa,Regular,220,240,150,$0K,266,1797,266,74,1,230,$1K,92
573,8/1/2013 12:00:00 AM,Central,Small Market,Darjeeling,Tea,Missouri,Regular,30,60,30,$0K,45,253,60,14,1,26,$0K,38
715,8/1/2013 12:00:00 AM,Central,Small Market,Darjeeling,Tea,Wisconsin,Regular,30,40,10,$0K,36,458,54,11,1,28,$0K,32
515,8/1/2013 12:00:00 AM,Central,Small Market,Earl Grey,Tea,Iowa,Regular,240,310,180,$1K,284,1809,348,107,1,286,$1K,131
314,8/1/2013 12:00:00 AM,Central,Small Market,Earl Grey,Tea,Missouri,Regular,20,30,-10,$0K,29,215,36,11,1,-12,$0K,42
715,8/1/2013 12:00:00 AM,Central,Small Market,Earl Grey,Tea,Wisconsin,Regular,30,60,10,$0K,44,617,61,39,1,-10,$0K,63
573,8/1/2013 12:00:00 AM,Central,Small Market,Green Tea,Tea,Missouri,Regular,30,40,0,$0K,38,248,48,14,1,1,$0K,44
603,8/1/2013 12:00:00 AM,East,Small Market,Amaretto,Coffee,New Hampshire,Regular,50,90,70,$0K,61,322,90,19,1,66,$0K,39
203,8/1/2013 12:00:00 AM,East,Small Market,Colombian,Coffee,Connecticut,Regular,80,130,90,$0K,90,1139,135,29,1,104,$0K,56
603,8/1/2013 12:00:00 AM,East,Small Market,Colombian,Coffee,New Hampshire,Regular,60,90,60,$0K,64,460,96,21,1,61,$0K,48
475,8/1/2013 12:00:00 AM,East,Small Market,Caffe Mocha,Espresso,Connecticut,Regular,40,60,10,$0K,44,617,61,39,1,-11,$0K,64
603,8/1/2013 12:00:00 AM,East,Small Market,Caffe Mocha,Espresso,New Hampshire,Regular,60,80,10,$0K,63,332,88,57,1,1,$0K,81
603,8/1/2013 12:00:00 AM,East,Small Market,Regular Espresso,Espresso,New Hampshire,Regular,20,40,0,$0K,29,215,36,11,1,-12,$0K,42
959,8/1/2013 12:00:00 AM,East,Small Market,Darjeeling,Tea,Connecticut,Regular,30,50,40,$0K,34,890,49,9,1,39,$0K,20
603,8/1/2013 12:00:00 AM,East,Small Market,Darjeeling,Tea,New Hampshire,Regular,20,40,30,$0K,25,851,38,7,1,28,$0K,17
203,8/1/2013 12:00:00 AM,East,Small Market,Green Tea,Tea,Connecticut,Regular,20,30,20,$0K,19,811,28,5,1,17,$0K,15
603,8/1/2013 12:00:00 AM,East,Small Market,Green Tea,Tea,New Hampshire,Regular,0,40,30,$0K,0,516,43,0,1,43,$0K,11
504,8/1/2013 12:00:00 AM,South,Small Market,Colombian,Coffee,Louisiana,Regular,60,80,60,$0K,48,839,70,13,1,63,$0K,22
505,8/1/2013 12:00:00 AM,South,Small Market,Colombian,Coffee,New Mexico,Regular,80,120,70,$0K,64,460,96,21,1,61,$0K,48
580,8/1/2013 12:00:00 AM,South,Small Market,Colombian,Coffee,Oklahoma,Regular,80,110,80,$0K,68,587,87,22,1,73,$0K,32
337,8/1/2013 12:00:00 AM,South,Small Market,Caffe Latte,Espresso,Louisiana,Regular,30,60,10,$0K,44,-508,61,39,1,-10,$0K,63
505,8/1/2013 12:00:00 AM,South,Small Market,Caffe Latte,Espresso,New Mexico,Regular,20,30,0,$0K,29,-347,36,11,1,-11,$0K,41
918,8/1/2013 12:00:00 AM,South,Small Market,Caffe Latte,Espresso,Oklahoma,Regular,90,140,100,$0K,116,-1278,161,35,1,141,$0K,55
318,8/1/2013 12:00:00 AM,South,Small Market,Caffe Mocha,Espresso,Louisiana,Regular,40,60,40,$0K,47,366,79,14,1,57,$0K,35
505,8/1/2013 12:00:00 AM,South,Small Market,Caffe Mocha,Espresso,New Mexico,Regular,50,70,0,$0K,63,332,88,57,1,3,$0K,80
580,8/1/2013 12:00:00 AM,South,Small Market,Caffe Mocha,Espresso,Oklahoma,Regular,10,20,20,$0K,16,484,25,4,1,14,$0K,14
971,8/1/2013 12:00:00 AM,West,Small Market,Amaretto,Coffee,Oregon,Regular,40,70,20,$0K,37,513,52,33,1,-15,$0K,59
435,8/1/2013 12:00:00 AM,West,Small Market,Amaretto,Coffee,Utah,Regular,60,70,40,$0K,50,1064,60,15,1,33,$0K,33
775,8/1/2013 12:00:00 AM,West,Small Market,Colombian,Coffee,Nevada,Regular,40,60,20,$0K,38,248,48,14,1,1,$0K,44
971,8/1/2013 12:00:00 AM,West,Small Market,Colombian,Coffee,Oregon,Regular,50,90,40,$0K,47,474,67,15,1,11,$0K,55
435,8/1/2013 12:00:00 AM,West,Small Market,Colombian,Coffee,Utah,Regular,50,70,40,$0K,42,384,56,13,1,21,$0K,38
425,8/1/2013 12:00:00 AM,West,Small Market,Colombian,Coffee,Washington,Regular,100,160,120,$0K,86,454,125,27,1,105,$0K,46
775,8/1/2013 12:00:00 AM,West,Small Market,Caffe Latte,Espresso,Nevada,Regular,0,40,30,$0K,0,516,43,0,1,44,$0K,10
541,8/1/2013 12:00:00 AM,West,Small Market,Caffe Latte,Espresso,Oregon,Regular,40,60,20,$0K,49,414,60,18,1,12,$0K,47
435,8/1/2013 12:00:00 AM,West,Small Market,Caffe Latte,Espresso,Utah,Regular,30,40,30,$0K,32,841,48,8,1,39,$0K,19
425,8/1/2013 12:00:00 AM,West,Small Market,Caffe Latte,Espresso,Washington,Regular,20,40,30,$0K,30,581,39,9,1,23,$0K,20
702,8/1/2013 12:00:00 AM,West,Small Market,Caffe Mocha,Espresso,Nevada,Regular,20,40,30,$0K,25,851,38,7,1,26,$0K,18
971,8/1/2013 12:00:00 AM,West,Small Market,Caffe Mocha,Espresso,Oregon,Regular,40,60,30,$0K,46,415,62,15,1,26,$0K,40
435,8/1/2013 12:00:00 AM,West,Small Market,Caffe Mocha,Espresso,Utah,Regular,70,90,60,$0K,77,581,99,25,1,86,$0K,34
360,8/1/2013 12:00:00 AM,West,Small Market,Caffe Mocha,Espresso,Washington,Regular,60,70,20,$0K,63,397,77,23,1,28,$0K,53
702,8/1/2013 12:00:00 AM,West,Small Market,Darjeeling,Tea,Nevada,Regular,190,270,190,$0K,295,1714,392,97,1,362,$1K,121
541,8/1/2013 12:00:00 AM,West,Small Market,Darjeeling,Tea,Oregon,Regular,10,10,10,$0K,16,484,25,4,1,12,$0K,15
435,8/1/2013 12:00:00 AM,West,Small Market,Darjeeling,Tea,Utah,Regular,40,60,10,$0K,63,332,88,57,1,3,$0K,80
425,8/1/2013 12:00:00 AM,West,Small Market,Darjeeling,Tea,Washington,Regular,30,50,30,$0K,47,366,79,14,1,58,$0K,34
702,8/1/2013 12:00:00 AM,West,Small Market,Earl Grey,Tea,Nevada,Regular,170,190,130,$0K,266,1797,266,74,1,230,$1K,92
541,8/1/2013 12:00:00 AM,West,Small Market,Earl Grey,Tea,Oregon,Regular,70,120,80,$0K,114,810,172,37,1,144,$0K,63
435,8/1/2013 12:00:00 AM,West,Small Market,Earl Grey,Tea,Utah,Regular,20,50,30,$0K,45,253,60,14,1,26,$0K,38
206,8/1/2013 12:00:00 AM,West,Small Market,Earl Grey,Tea,Washington,Regular,20,40,30,$0K,36,458,54,11,1,28,$0K,32
775,8/1/2013 12:00:00 AM,West,Small Market,Green Tea,Tea,Nevada,Regular,180,-180,-260,$0K,284,5807,-284,107,1,-558,$0K,131
503,8/1/2013 12:00:00 AM,West,Small Market,Green Tea,Tea,Oregon,Regular,70,110,70,$0K,116,678,161,35,1,141,$0K,55
435,8/1/2013 12:00:00 AM,West,Small Market,Green Tea,Tea,Utah,Regular,10,30,10,$0K,29,215,36,11,1,-12,$0K,42
253,8/1/2013 12:00:00 AM,West,Small Market,Green Tea,Tea,Washington,Regular,20,50,10,$0K,44,617,61,39,1,-11,$0K,64
720,9/1/2013 12:00:00 AM,Central,Major Market,Decaf Irish Cream,Coffee,Colorado,Decaf,100,150,120,$0K,100,981,145,28,1,157,$0K,39
847,9/1/2013 12:00:00 AM,Central,Major Market,Decaf Irish Cream,Coffee,Illinois,Decaf,120,190,140,$0K,122,801,176,39,1,171,$0K,61
614,9/1/2013 12:00:00 AM,Central,Major Market,Decaf Irish Cream,Coffee,Ohio,Decaf,50,80,20,$0K,52,509,74,47,1,-4,$0K,77
970,9/1/2013 12:00:00 AM,Central,Major Market,Decaf Espresso,Espresso,Colorado,Decaf,60,110,60,$0K,60,656,90,19,1,58,$0K,51
773,9/1/2013 12:00:00 AM,Central,Major Market,Decaf Espresso,Espresso,Illinois,Decaf,280,300,210,$1K,249,1775,249,69,1,230,$1K,94
419,9/1/2013 12:00:00 AM,Central,Major Market,Decaf Espresso,Espresso,Ohio,Decaf,50,70,30,$0K,45,409,57,17,1,9,$0K,51
303,9/1/2013 12:00:00 AM,Central,Major Market,Chamomile,Herbal Tea,Colorado,Decaf,130,140,90,$0K,155,1280,155,43,1,129,$0K,68
312,9/1/2013 12:00:00 AM,Central,Major Market,Chamomile,Herbal Tea,Illinois,Decaf,100,160,140,$0K,123,928,179,34,1,197,$0K,46
513,9/1/2013 12:00:00 AM,Central,Major Market,Chamomile,Herbal Tea,Ohio,Decaf,10,30,30,$0K,20,482,30,5,1,21,$0K,16
970,9/1/2013 12:00:00 AM,Central,Major Market,Lemon,Herbal Tea,Colorado,Decaf,40,70,20,$0K,52,509,74,47,1,-3,$0K,76
312,9/1/2013 12:00:00 AM,Central,Major Market,Lemon,Herbal Tea,Illinois,Decaf,40,70,50,$0K,58,548,74,19,1,64,$0K,31
614,9/1/2013 12:00:00 AM,Central,Major Market,Lemon,Herbal Tea,Ohio,Decaf,20,40,40,$0K,29,862,43,8,1,34,$0K,20
720,9/1/2013 12:00:00 AM,Central,Major Market,Mint,Herbal Tea,Colorado,Decaf,40,70,40,$0K,53,410,72,17,1,40,$0K,45
773,9/1/2013 12:00:00 AM,Central,Major Market,Mint,Herbal Tea,Illinois,Decaf,80,130,110,$0K,100,981,145,28,1,157,$0K,39
321,9/1/2013 12:00:00 AM,East,Major Market,Decaf Irish Cream,Coffee,Florida,Decaf,90,120,80,$0K,96,666,134,29,1,120,$0K,53
941,9/1/2013 12:00:00 AM,East,Major Market,Decaf Espresso,Espresso,Florida,Decaf,80,110,70,$0K,85,555,114,28,1,86,$0K,56
727,9/1/2013 12:00:00 AM,East,Major Market,Chamomile,Herbal Tea,Florida,Decaf,20,30,20,$0K,33,577,43,10,1,31,$0K,22
305,9/1/2013 12:00:00 AM,East,Major Market,Lemon,Herbal Tea,Florida,Decaf,50,60,20,$0K,67,391,82,25,1,36,$0K,58
774,9/1/2013 12:00:00 AM,East,Major Market,Lemon,Herbal Tea,Massachusetts,Decaf,30,40,10,$0K,45,409,57,17,1,9,$0K,51
845,9/1/2013 12:00:00 AM,East,Major Market,Lemon,Herbal Tea,New York,Decaf,220,200,90,$0K,302,1518,239,114,1,137,$1K,147
754,9/1/2013 12:00:00 AM,East,Major Market,Mint,Herbal Tea,Florida,Decaf,60,80,50,$0K,83,1063,99,25,1,79,$0K,46
845,9/1/2013 12:00:00 AM,East,Major Market,Mint,Herbal Tea,New York,Decaf,190,-110,-180,$0K,251,3948,-139,77,1,-353,$0K,99
806,9/1/2013 12:00:00 AM,South,Major Market,Decaf Irish Cream,Coffee,Texas,Decaf,70,90,70,$0K,58,548,74,19,1,62,$0K,32
325,9/1/2013 12:00:00 AM,South,Major Market,Decaf Espresso,Espresso,Texas,Decaf,60,110,90,$0K,81,588,118,22,1,126,$0K,33
682,9/1/2013 12:00:00 AM,South,Major Market,Chamomile,Herbal Tea,Texas,Decaf,50,70,40,$0K,53,410,72,17,1,40,$0K,45
469,9/1/2013 12:00:00 AM,South,Major Market,Lemon,Herbal Tea,Texas,Decaf,40,60,30,$0K,43,424,64,13,1,42,$0K,36
818,9/1/2013 12:00:00 AM,West,Major Market,Decaf Irish Cream,Coffee,California,Decaf,200,-30,-120,$0K,162,3421,-24,53,1,-178,$0K,96
530,9/1/2013 12:00:00 AM,West,Major Market,Decaf Espresso,Espresso,California,Decaf,240,320,220,$1K,253,1686,336,83,1,326,$1K,116
562,9/1/2013 12:00:00 AM,West,Major Market,Chamomile,Herbal Tea,California,Decaf,80,130,110,$0K,100,981,145,28,1,156,$0K,40
209,9/1/2013 12:00:00 AM,West,Major Market,Lemon,Herbal Tea,California,Decaf,210,270,200,$0K,251,1268,295,77,1,291,$1K,99
818,9/1/2013 12:00:00 AM,West,Major Market,Mint,Herbal Tea,California,Decaf,40,70,50,$0K,58,548,74,19,1,64,$0K,31
970,9/1/2013 12:00:00 AM,Central,Major Market,Amaretto,Coffee,Colorado,Regular,130,180,140,$0K,123,928,179,34,1,199,$0K,45
216,9/1/2013 12:00:00 AM,Central,Major Market,Amaretto,Coffee,Ohio,Regular,50,80,50,$0K,53,410,72,17,1,42,$0K,44
303,9/1/2013 12:00:00 AM,Central,Major Market,Colombian,Coffee,Colorado,Regular,60,70,50,$0K,58,548,74,19,1,62,$0K,32
630,9/1/2013 12:00:00 AM,Central,Major Market,Colombian,Coffee,Illinois,Regular,170,230,140,$0K,162,1148,225,53,1,191,$0K,96
614,9/1/2013 12:00:00 AM,Central,Major Market,Colombian,Coffee,Ohio,Regular,40,70,40,$0K,43,424,64,13,1,43,$0K,35
719,9/1/2013 12:00:00 AM,Central,Major Market,Caffe Mocha,Espresso,Colorado,Regular,90,140,110,$0K,81,588,118,22,1,125,$0K,34
309,9/1/2013 12:00:00 AM,Central,Major Market,Caffe Mocha,Espresso,Illinois,Regular,290,400,280,$1K,253,1686,336,83,1,326,$1K,116
440,9/1/2013 12:00:00 AM,Central,Major Market,Caffe Mocha,Espresso,Ohio,Regular,170,190,130,$0K,155,1280,155,43,1,129,$0K,68
719,9/1/2013 12:00:00 AM,Central,Major Market,Darjeeling,Tea,Colorado,Regular,30,50,10,$0K,45,409,57,17,1,10,$0K,50
630,9/1/2013 12:00:00 AM,Central,Major Market,Darjeeling,Tea,Illinois,Regular,60,110,80,$0K,81,588,118,22,1,125,$0K,34
614,9/1/2013 12:00:00 AM,Central,Major Market,Darjeeling,Tea,Ohio,Regular,80,130,70,$0K,99,798,150,32,1,129,$0K,63
719,9/1/2013 12:00:00 AM,Central,Major Market,Earl Grey,Tea,Colorado,Regular,40,50,20,$0K,51,1042,62,15,1,37,$0K,37
630,9/1/2013 12:00:00 AM,Central,Major Market,Earl Grey,Tea,Illinois,Regular,50,80,40,$0K,60,656,90,19,1,59,$0K,50
234,9/1/2013 12:00:00 AM,Central,Major Market,Earl Grey,Tea,Ohio,Regular,80,120,80,$0K,96,666,134,29,1,120,$0K,53
719,9/1/2013 12:00:00 AM,Central,Major Market,Green Tea,Tea,Colorado,Regular,50,70,50,$0K,61,579,79,20,1,70,$0K,32
352,9/1/2013 12:00:00 AM,East,Major Market,Colombian,Coffee,Florida,Regular,90,140,100,$0K,99,798,150,32,1,128,$0K,64
774,9/1/2013 12:00:00 AM,East,Major Market,Colombian,Coffee,Massachusetts,Regular,50,490,460,$1K,60,-2572,516,19,1,690,$1K,51
516,9/1/2013 12:00:00 AM,East,Major Market,Colombian,Coffee,New York,Regular,300,450,320,$1K,316,2580,474,110,1,463,$1K,162
754,9/1/2013 12:00:00 AM,East,Major Market,Caffe Mocha,Espresso,Florida,Regular,80,130,40,$0K,93,692,130,84,1,25,$0K,113
857,9/1/2013 12:00:00 AM,East,Major Market,Caffe Mocha,Espresso,Massachusetts,Regular,40,50,-10,$0K,52,520,46,47,1,-46,$0K,77
518,9/1/2013 12:00:00 AM,East,Major Market,Caffe Mocha,Espresso,New York,Regular,110,-50,-180,$0K,121,2932,-53,110,1,-292,$0K,144
774,9/1/2013 12:00:00 AM,East,Major Market,Regular Espresso,Espresso,Massachusetts,Regular,140,160,100,$0K,155,1280,155,43,1,129,$0K,68
516,9/1/2013 12:00:00 AM,East,Major Market,Regular Espresso,Espresso,New York,Regular,230,320,240,$1K,249,1286,318,69,1,332,$1K,94
561,9/1/2013 12:00:00 AM,East,Major Market,Darjeeling,Tea,Florida,Regular,30,60,50,$0K,35,875,52,9,1,47,$0K,20
617,9/1/2013 12:00:00 AM,East,Major Market,Darjeeling,Tea,Massachusetts,Regular,30,40,30,$0K,29,862,43,8,1,34,$0K,20
845,9/1/2013 12:00:00 AM,East,Major Market,Darjeeling,Tea,New York,Regular,100,160,130,$0K,100,981,145,28,1,157,$0K,39
518,9/1/2013 12:00:00 AM,East,Major Market,Earl Grey,Tea,New York,Regular,130,190,150,$0K,123,928,179,34,1,197,$0K,46
754,9/1/2013 12:00:00 AM,East,Major Market,Green Tea,Tea,Florida,Regular,50,80,60,$0K,51,857,75,14,1,73,$0K,26
617,9/1/2013 12:00:00 AM,East,Major Market,Green Tea,Tea,Massachusetts,Regular,20,30,20,$0K,20,482,30,5,1,19,$0K,17
718,9/1/2013 12:00:00 AM,East,Major Market,Green Tea,Tea,New York,Regular,80,130,100,$0K,81,588,118,22,1,125,$0K,34
281,9/1/2013 12:00:00 AM,South,Major Market,Colombian,Coffee,Texas,Regular,310,370,280,$1K,251,1268,295,77,1,292,$1K,98
903,9/1/2013 12:00:00 AM,South,Major Market,Caffe Latte,Espresso,Texas,Regular,50,70,40,$0K,60,-718,90,19,1,58,$0K,51
713,9/1/2013 12:00:00 AM,South,Major Market,Caffe Mocha,Espresso,Texas,Regular,100,150,120,$0K,123,928,179,34,1,199,$0K,45
714,9/1/2013 12:00:00 AM,West,Major Market,Amaretto,Coffee,California,Regular,150,-20,-70,$0K,122,2378,-13,39,1,-110,$0K,61
562,9/1/2013 12:00:00 AM,West,Major Market,Colombian,Coffee,California,Regular,390,590,450,$1K,316,2580,474,110,1,465,$1K,161
310,9/1/2013 12:00:00 AM,West,Major Market,Caffe Latte,Espresso,California,Regular,230,240,160,$0K,249,1775,249,69,1,232,$1K,93
951,9/1/2013 12:00:00 AM,West,Major Market,Caffe Mocha,Espresso,California,Regular,110,160,30,$0K,121,910,169,110,1,39,$0K,143
310,9/1/2013 12:00:00 AM,West,Major Market,Darjeeling,Tea,California,Regular,80,120,100,$0K,123,928,179,34,1,199,$0K,45
650,9/1/2013 12:00:00 AM,West,Major Market,Earl Grey,Tea,California,Regular,50,80,70,$0K,81,588,118,22,1,125,$0K,34
530,9/1/2013 12:00:00 AM,West,Major Market,Green Tea,Tea,California,Regular,30,70,40,$0K,60,656,90,19,1,58,$0K,51
319,9/1/2013 12:00:00 AM,Central,Small Market,Decaf Irish Cream,Coffee,Iowa,Decaf,10,20,10,$0K,15,600,20,4,1,4,$0K,17
816,9/1/2013 12:00:00 AM,Central,Small Market,Decaf Irish Cream,Coffee,Missouri,Decaf,60,80,50,$0K,62,1059,74,19,1,50,$0K,40
414,9/1/2013 12:00:00 AM,Central,Small Market,Decaf Irish Cream,Coffee,Wisconsin,Decaf,90,110,70,$0K,85,555,114,28,1,86,$0K,56
712,9/1/2013 12:00:00 AM,Central,Small Market,Decaf Espresso,Espresso,Iowa,Decaf,0,50,40,$0K,0,473,43,0,1,47,$0K,11
314,9/1/2013 12:00:00 AM,Central,Small Market,Decaf Espresso,Espresso,Missouri,Decaf,30,60,50,$0K,32,837,47,8,1,40,$0K,20
715,9/1/2013 12:00:00 AM,Central,Small Market,Decaf Espresso,Espresso,Wisconsin,Decaf,30,50,30,$0K,33,577,43,10,1,31,$0K,22
319,9/1/2013 12:00:00 AM,Central,Small Market,Chamomile,Herbal Tea,Iowa,Decaf,210,300,210,$1K,253,1686,336,83,1,326,$1K,116
314,9/1/2013 12:00:00 AM,Central,Small Market,Chamomile,Herbal Tea,Missouri,Decaf,30,60,10,$0K,44,325,62,40,1,-10,$0K,69
262,9/1/2013 12:00:00 AM,Central,Small Market,Chamomile,Herbal Tea,Wisconsin,Decaf,40,90,70,$0K,57,349,94,17,1,79,$0K,41
515,9/1/2013 12:00:00 AM,Central,Small Market,Lemon,Herbal Tea,Iowa,Decaf,100,160,120,$0K,122,801,176,39,1,171,$0K,61
573,9/1/2013 12:00:00 AM,Central,Small Market,Lemon,Herbal Tea,Missouri,Decaf,80,20,-10,$0K,104,1574,11,32,1,-65,$0K,55
414,9/1/2013 12:00:00 AM,Central,Small Market,Lemon,Herbal Tea,Wisconsin,Decaf,40,70,60,$0K,51,857,75,14,1,74,$0K,25
959,9/1/2013 12:00:00 AM,East,Small Market,Decaf Espresso,Espresso,Connecticut,Decaf,40,70,40,$0K,48,380,65,15,1,34,$0K,42
203,9/1/2013 12:00:00 AM,East,Small Market,Lemon,Herbal Tea,Connecticut,Decaf,50,60,20,$0K,67,599,83,25,1,36,$0K,59
603,9/1/2013 12:00:00 AM,East,Small Market,Lemon,Herbal Tea,New Hampshire,Decaf,30,40,10,$0K,40,244,51,15,1,3,$0K,49
203,9/1/2013 12:00:00 AM,East,Small Market,Mint,Herbal Tea,Connecticut,Decaf,40,60,40,$0K,62,1059,74,19,1,49,$0K,41
504,9/1/2013 12:00:00 AM,South,Small Market,Decaf Irish Cream,Coffee,Louisiana,Decaf,60,90,70,$0K,51,857,75,14,1,74,$0K,25
505,9/1/2013 12:00:00 AM,South,Small Market,Decaf Irish Cream,Coffee,New Mexico,Decaf,130,10,-40,$0K,104,1574,11,32,1,-65,$0K,55
580,9/1/2013 12:00:00 AM,South,Small Market,Decaf Irish Cream,Coffee,Oklahoma,Decaf,30,60,50,$0K,29,862,43,8,1,34,$0K,20
337,9/1/2013 12:00:00 AM,South,Small Market,Decaf Espresso,Espresso,Louisiana,Decaf,30,60,40,$0K,46,454,67,14,1,46,$0K,36
505,9/1/2013 12:00:00 AM,South,Small Market,Decaf Espresso,Espresso,New Mexico,Decaf,30,40,10,$0K,39,248,52,12,1,19,$0K,39
405,9/1/2013 12:00:00 AM,South,Small Market,Decaf Espresso,Espresso,Oklahoma,Decaf,80,130,80,$0K,99,798,150,32,1,129,$0K,63
337,9/1/2013 12:00:00 AM,South,Small Market,Chamomile,Herbal Tea,Louisiana,Decaf,60,90,60,$0K,69,572,90,22,1,82,$0K,35
505,9/1/2013 12:00:00 AM,South,Small Market,Chamomile,Herbal Tea,New Mexico,Decaf,10,30,20,$0K,19,848,29,5,1,19,$0K,16
580,9/1/2013 12:00:00 AM,South,Small Market,Chamomile,Herbal Tea,Oklahoma,Decaf,60,80,30,$0K,67,391,82,25,1,36,$0K,58
985,9/1/2013 12:00:00 AM,South,Small Market,Lemon,Herbal Tea,Louisiana,Decaf,60,80,30,$0K,67,599,83,25,1,37,$0K,58
505,9/1/2013 12:00:00 AM,South,Small Market,Lemon,Herbal Tea,New Mexico,Decaf,30,40,20,$0K,33,1003,39,10,1,12,$0K,31
405,9/1/2013 12:00:00 AM,South,Small Market,Lemon,Herbal Tea,Oklahoma,Decaf,80,130,40,$0K,93,692,130,84,1,24,$0K,114
702,9/1/2013 12:00:00 AM,West,Small Market,Decaf Irish Cream,Coffee,Nevada,Decaf,40,50,30,$0K,33,1003,39,10,1,10,$0K,32
503,9/1/2013 12:00:00 AM,West,Small Market,Decaf Irish Cream,Coffee,Oregon,Decaf,50,80,50,$0K,43,424,64,13,1,42,$0K,36
435,9/1/2013 12:00:00 AM,West,Small Market,Decaf Irish Cream,Coffee,Utah,Decaf,80,100,50,$0K,67,599,83,25,1,36,$0K,59
206,9/1/2013 12:00:00 AM,West,Small Market,Decaf Irish Cream,Coffee,Washington,Decaf,110,160,60,$0K,93,692,130,84,1,24,$0K,114
775,9/1/2013 12:00:00 AM,West,Small Market,Decaf Espresso,Espresso,Nevada,Decaf,20,30,20,$0K,23,803,35,6,1,25,$0K,18
971,9/1/2013 12:00:00 AM,West,Small Market,Decaf Espresso,Espresso,Oregon,Decaf,140,150,90,$0K,155,1280,155,43,1,129,$0K,68
435,9/1/2013 12:00:00 AM,West,Small Market,Decaf Espresso,Espresso,Utah,Decaf,40,60,40,$0K,44,886,64,12,1,59,$0K,24
206,9/1/2013 12:00:00 AM,West,Small Market,Decaf Espresso,Espresso,Washington,Decaf,70,100,70,$0K,83,1063,99,25,1,79,$0K,46
702,9/1/2013 12:00:00 AM,West,Small Market,Chamomile,Herbal Tea,Nevada,Decaf,100,150,40,$0K,121,910,169,110,1,39,$0K,143
503,9/1/2013 12:00:00 AM,West,Small Market,Chamomile,Herbal Tea,Oregon,Decaf,20,30,30,$0K,25,823,36,7,1,25,$0K,19
801,9/1/2013 12:00:00 AM,West,Small Market,Chamomile,Herbal Tea,Utah,Decaf,40,60,40,$0K,49,315,71,15,1,50,$0K,37
509,9/1/2013 12:00:00 AM,West,Small Market,Chamomile,Herbal Tea,Washington,Decaf,80,140,100,$0K,103,1130,155,33,1,135,$0K,64
702,9/1/2013 12:00:00 AM,West,Small Market,Lemon,Herbal Tea,Nevada,Decaf,130,210,140,$0K,162,1148,225,53,1,191,$0K,96
541,9/1/2013 12:00:00 AM,West,Small Market,Lemon,Herbal Tea,Oregon,Decaf,50,70,50,$0K,61,579,79,20,1,70,$0K,32
435,9/1/2013 12:00:00 AM,West,Small Market,Lemon,Herbal Tea,Utah,Decaf,40,80,50,$0K,55,453,84,18,1,50,$0K,50
425,9/1/2013 12:00:00 AM,West,Small Market,Lemon,Herbal Tea,Washington,Decaf,40,60,50,$0K,48,834,71,13,1,70,$0K,24
702,9/1/2013 12:00:00 AM,West,Small Market,Mint,Herbal Tea,Nevada,Decaf,100,160,120,$0K,122,801,176,39,1,171,$0K,61
435,9/1/2013 12:00:00 AM,West,Small Market,Mint,Herbal Tea,Utah,Decaf,80,20,-20,$0K,104,1574,11,32,1,-67,$0K,56
319,9/1/2013 12:00:00 AM,Central,Small Market,Amaretto,Coffee,Iowa,Regular,20,30,20,$0K,19,848,29,5,1,19,$0K,16
608,9/1/2013 12:00:00 AM,Central,Small Market,Amaretto,Coffee,Wisconsin,Regular,70,80,30,$0K,67,391,82,25,1,34,$0K,59
515,9/1/2013 12:00:00 AM,Central,Small Market,Colombian,Coffee,Iowa,Regular,30,40,20,$0K,33,1003,39,10,1,10,$0K,32
573,9/1/2013 12:00:00 AM,Central,Small Market,Colombian,Coffee,Missouri,Regular,70,80,30,$0K,67,599,83,25,1,37,$0K,58
715,9/1/2013 12:00:00 AM,Central,Small Market,Colombian,Coffee,Wisconsin,Regular,90,140,40,$0K,93,692,130,84,1,24,$0K,114
319,9/1/2013 12:00:00 AM,Central,Small Market,Caffe Mocha,Espresso,Iowa,Regular,20,40,30,$0K,23,803,35,6,1,27,$0K,17
573,9/1/2013 12:00:00 AM,Central,Small Market,Caffe Mocha,Espresso,Missouri,Regular,50,70,50,$0K,44,886,64,12,1,61,$0K,23
920,9/1/2013 12:00:00 AM,Central,Small Market,Caffe Mocha,Espresso,Wisconsin,Regular,90,120,80,$0K,83,1063,99,25,1,79,$0K,46
563,9/1/2013 12:00:00 AM,Central,Small Market,Darjeeling,Tea,Iowa,Regular,210,220,140,$0K,249,1775,249,69,1,230,$1K,94
573,9/1/2013 12:00:00 AM,Central,Small Market,Darjeeling,Tea,Missouri,Regular,30,50,20,$0K,39,248,52,12,1,19,$0K,39
608,9/1/2013 12:00:00 AM,Central,Small Market,Darjeeling,Tea,Wisconsin,Regular,30,60,30,$0K,46,454,67,14,1,46,$0K,36
